Event,Team,Rank,Qual,Alliance #,Alliance Pick,Playoff Level,Awards
mndu,frc4009,23,21,7,3,0,0
mndu,frc5690,24,31,6,3,0,0
mndu,frc1816,25,27,-1,-1,0,5
mndu,frc7028,26,41,-1,-1,0,8
mndu,frc5299,27,12,8,0,0,0
mndu,frc3293,28,20,-1,-1,0,0
mndu,frc6720,29,22,-1,-1,0,0
mndu,frc4011,30,23,-1,-1,0,0
mndu,frc4728,31,24,-1,-1,0,0
mndu,frc4845,32,25,-1,-1,0,0
mndu,frc5348,33,26,-1,-1,0,0
mndu,frc6146,34,46,-1,-1,0,5
mndu,frc7041,35,49,-1,-1,0,5
mndu,frc3058,36,30,-1,-1,0,0
mndu,frc4238,37,28,-1,-1,0,0
mndu,frc4536,38,50,-1,-1,0,5
mndu,frc2264,39,35,-1,-1,0,0
mndu,frc2511,40,33,-1,-1,0,0
mndu,frc2538,41,36,-1,-1,0,0
mndu,frc4230,42,32,-1,-1,0,0
mndu,frc3755,43,37,-1,-1,0,0
mndu,frc3840,44,40,-1,-1,0,0
mndu,frc5595,45,38,-1,-1,0,0
mndu,frc6047,46,39,-1,-1,0,0
mndu,frc3055,47,43,-1,-1,0,0
mndu,frc4480,48,45,-1,-1,0,0
mndu,frc2499,49,47,-1,-1,0,0
mndu,frc3082,50,48,-1,-1,0,0
mndu,frc4215,51,51,-1,-1,0,0
mndu,frc4778,52,53,-1,-1,0,0
mndu,frc6318,53,52,-1,-1,0,0
mndu,frc3122,54,54,-1,-1,0,0
mndu,frc4217,55,55,-1,-1,0,0
mndu,frc5143,56,56,-1,-1,0,0
mndu,frc4397,57,58,-1,-1,0,0
mndu,frc5253,58,57,-1,-1,0,0
mndu,frc4166,59,59,-1,-1,0,0
mndu,frc5913,60,60,-1,-1,0,0
mndu,frc3740,61,61,-1,-1,0,0
mndu,frc3291,62,62,-1,-1,0,0
mndu2,frc7021,1,2,1,2,30,8
mndu2,frc1259,2,1,1,1,30,5
mndu2,frc2502,3,4,3,1,20,5
mndu2,frc2987,4,6,3,2,20,5
mndu2,frc2501,5,16,1,3,30,0
mndu2,frc4239,6,5,4,1,10,0
mndu2,frc2227,7,9,7,1,10,5
mndu2,frc2181,8,14,3,3,20,0
mndu2,frc876,9,21,4,2,10,0
mndu2,frc4623,10,3,2,1,0,0
mndu2,frc4174,11,18,7,2,10,0
mndu2,frc3630,12,8,6,1,0,5
mndu2,frc4531,13,19,6,2,0,8
mndu2,frc3926,14,11,2,2,0,0
mndu2,frc6044,15,7,5,1,0,0
mndu2,frc2512,16,36,8,2,0,10
mndu2,frc5232,17,43,7,3,10,0
mndu2,frc5903,18,28,4,3,10,0
mndu2,frc5653,19,10,8,1,0,0
mndu2,frc4859,20,17,5,3,0,5
mndu2,frc5720,21,31,5,2,0,0
mndu2,frc4624,22,20,8,3,0,0
mndu2,frc5434,23,13,6,3,0,0
mndu2,frc2989,24,12,-1,-1,0,5
mndu2,frc6613,25,24,2,3,0,0
mndu2,frc3691,26,15,-1,-1,0,0
mndu2,frc2509,27,35,-1,-1,0,5
mndu2,frc2177,28,40,-1,-1,0,5
mndu2,frc6819,29,42,-1,-1,0,5
mndu2,frc2531,30,23,-1,-1,0,0
mndu2,frc2861,31,25,-1,-1,0,0
mndu2,frc5999,32,22,-1,-1,0,0
mndu2,frc4182,33,45,-1,-1,0,5
mndu2,frc4226,34,27,-1,-1,0,0
mndu2,frc5826,35,29,-1,-1,0,0
mndu2,frc5998,36,26,-1,-1,0,0
mndu2,frc2450,37,34,-1,-1,0,0
mndu2,frc3212,38,30,-1,-1,0,0
mndu2,frc3745,39,33,-1,-1,0,0
mndu2,frc4656,40,32,-1,-1,0,0
mndu2,frc6147,41,52,-1,-1,0,5
mndu2,frc4511,42,38,-1,-1,0,0
mndu2,frc6132,43,37,-1,-1,0,0
mndu2,frc4506,44,39,-1,-1,0,0
mndu2,frc4549,45,41,-1,-1,0,0
mndu2,frc3267,46,44,-1,-1,0,0
mndu2,frc4632,47,46,-1,-1,0,0
mndu2,frc3036,48,49,-1,-1,0,0
mndu2,frc6758,49,47,-1,-1,0,0
mndu2,frc706,50,48,-1,-1,0,0
mndu2,frc3723,51,51,-1,-1,0,0
mndu2,frc4665,52,50,-1,-1,0,0
mndu2,frc3297,53,53,-1,-1,0,0
mndu2,frc5541,54,54,-1,-1,0,0
mndu2,frc6045,55,56,-1,-1,0,0
mndu2,frc6707,56,55,-1,-1,0,0
mndu2,frc3054,57,58,-1,-1,0,0
mndu2,frc7311,58,57,-1,-1,0,0
mnmi,frc2052,1,6,6,1,30,5
mnmi,frc5434,2,18,6,2,30,0
mnmi,frc3244,3,9,8,1,20,5
mnmi,frc5172,4,2,2,1,10,5
mnmi,frc4607,5,27,2,2,10,13
mnmi,frc5913,6,22,6,3,30,0
mnmi,frc1816,7,16,4,2,10,10
mnmi,frc233,8,4,4,1,10,5
mnmi,frc2846,9,36,8,2,20,5
mnmi,frc3038,10,15,8,3,20,0
mnmi,frc2509,11,1,1,1,0,0
mnmi,frc3026,12,3,3,1,0,0
mnmi,frc2502,13,7,3,2,0,0
mnmi,frc2823,14,5,5,1,0,0
mnmi,frc3102,15,13,4,3,10,0
mnmi,frc3840,16,23,1,2,0,0
mnmi,frc2501,17,8,7,1,0,0
mnmi,frc2181,18,17,7,3,0,5
mnmi,frc3184,19,19,5,2,0,0
mnmi,frc4536,20,46,2,3,10,0
mnmi,frc4207,21,12,3,3,0,0
mnmi,frc3298,22,47,7,2,0,0
mnmi,frc2470,23,10,-1,-1,0,0
mnmi,frc7068,24,44,-1,-1,0,8
mnmi,frc3745,25,34,5,3,0,0
mnmi,frc4549,26,11,-1,-1,0,0
mnmi,frc2500,27,35,-1,-1,0,5
mnmi,frc2825,28,33,-1,-1,0,5
mnmi,frc3299,29,21,1,3,0,0
mnmi,frc5637,30,14,-1,-1,0,0
mnmi,frc3630,31,39,-1,-1,0,5
mnmi,frc3023,32,20,-1,-1,0,0
mnmi,frc7038,33,41,-1,-1,0,5
mnmi,frc2450,34,26,-1,-1,0,0
mnmi,frc2508,35,24,-1,-1,0,0
mnmi,frc6709,36,25,-1,-1,0,0
mnmi,frc2545,37,30,-1,-1,0,0
mnmi,frc3018,38,28,-1,-1,0,0
mnmi,frc3081,39,29,-1,-1,0,0
mnmi,frc2879,40,32,-1,-1,0,0
mnmi,frc3839,41,31,-1,-1,0,0
mnmi,frc2518,42,37,-1,-1,0,0
mnmi,frc3058,43,38,-1,-1,0,0
mnmi,frc4229,44,40,-1,-1,0,0
mnmi,frc2239,45,55,-1,-1,0,5
mnmi,frc2532,46,43,-1,-1,0,0
mnmi,frc4664,47,42,-1,-1,0,0
mnmi,frc2498,48,45,-1,-1,0,0
mnmi,frc5996,49,48,-1,-1,0,0
mnmi,frc2480,50,51,-1,-1,0,0
mnmi,frc2513,51,50,-1,-1,0,0
mnmi,frc2529,52,49,-1,-1,0,0
mnmi,frc2232,53,54,-1,-1,0,0
mnmi,frc3407,54,53,-1,-1,0,0
mnmi,frc3454,55,52,-1,-1,0,0
mnmi,frc3751,56,56,-1,-1,0,0
mnmi,frc2847,57,58,-1,-1,0,0
mnmi,frc7180,58,57,-1,-1,0,0
mnmi,frc2515,59,59,-1,-1,0,0
mnmi,frc3278,60,60,-1,-1,0,0
mnmi2,frc2451,1,9,2,2,30,10
mnmi2,frc1625,2,2,2,1,30,5
mnmi2,frc3130,3,1,1,1,20,5
mnmi2,frc2175,4,5,1,2,20,5
mnmi2,frc3750,5,4,4,1,10,5
mnmi2,frc2512,6,14,4,2,10,5
mnmi2,frc5278,7,7,6,1,10,5
mnmi2,frc2225,8,41,2,3,30,0
mnmi2,frc2472,9,13,6,2,10,0
mnmi2,frc2549,10,8,7,1,0,8
mnmi2,frc3082,11,22,1,3,20,0
mnmi2,frc3633,12,3,3,1,0,0
mnmi2,frc2574,13,19,6,3,10,0
mnmi2,frc3313,14,10,3,2,0,0
mnmi2,frc4230,15,6,5,1,0,0
mnmi2,frc3042,16,15,7,2,0,5
mnmi2,frc2491,17,11,8,1,0,5
mnmi2,frc3871,18,17,4,3,10,0
mnmi2,frc3883,19,18,8,2,0,5
mnmi2,frc3276,20,16,5,2,0,0
mnmi2,frc5638,21,12,5,3,0,0
mnmi2,frc2177,22,29,-1,-1,0,10
mnmi2,frc3277,23,20,7,3,0,0
mnmi2,frc2883,24,28,8,3,0,0
mnmi2,frc2227,25,23,3,3,0,0
mnmi2,frc4648,26,21,-1,-1,0,0
mnmi2,frc7019,27,42,-1,-1,0,5
mnmi2,frc2207,28,24,-1,-1,0,0
mnmi2,frc2606,29,27,-1,-1,0,0
mnmi2,frc3848,30,25,-1,-1,0,0
mnmi2,frc6758,31,26,-1,-1,0,0
mnmi2,frc2667,32,32,-1,-1,0,0
mnmi2,frc5275,33,30,-1,-1,0,0
mnmi2,frc7258,34,31,-1,-1,0,0
mnmi2,frc4277,35,33,-1,-1,0,0
mnmi2,frc4778,36,34,-1,-1,0,0
mnmi2,frc6912,37,36,-1,-1,0,0
mnmi2,frc7273,38,35,-1,-1,0,0
mnmi2,frc2129,39,40,-1,-1,0,0
mnmi2,frc3202,40,39,-1,-1,0,0
mnmi2,frc3610,41,37,-1,-1,0,0
mnmi2,frc5340,42,38,-1,-1,0,0
mnmi2,frc5626,43,43,-1,-1,0,0
mnmi2,frc2525,44,44,-1,-1,0,0
mnmi2,frc4663,45,45,-1,-1,0,0
mnmi2,frc4693,46,46,-1,-1,0,0
mnmi2,frc2654,47,48,-1,-1,0,0
mnmi2,frc4225,48,49,-1,-1,0,0
mnmi2,frc4665,49,47,-1,-1,0,0
mnmi2,frc3367,50,50,-1,-1,0,0
mnmi2,frc5290,51,51,-1,-1,0,0
mnmi2,frc171,52,52,-1,-1,0,0
mnmi2,frc2855,53,54,-1,-1,0,0
mnmi2,frc6749,54,53,-1,-1,0,0
mokc,frc1986,1,1,1,1,30,5
mokc,frc1723,2,3,1,2,30,0
mokc,frc3284,3,13,7,2,20,10
mokc,frc5801,4,10,7,1,20,0
mokc,frc5889,5,5,4,1,10,5
mokc,frc932,6,6,4,2,10,5
mokc,frc1997,7,15,7,3,20,0
mokc,frc5098,8,32,1,3,30,0
mokc,frc1763,9,9,6,1,10,0
mokc,frc1987,10,23,6,2,10,5
mokc,frc2352,11,8,2,2,0,5
mokc,frc6886,12,2,2,1,0,0
mokc,frc935,13,11,3,2,0,5
mokc,frc5013,14,4,3,1,0,0
mokc,frc1764,15,12,5,2,0,5
mokc,frc5082,16,17,6,3,10,0
mokc,frc2457,17,7,5,1,0,0
mokc,frc5809,18,14,8,1,0,5
mokc,frc2345,19,28,4,3,10,0
mokc,frc2164,20,16,8,2,0,0
mokc,frc6817,21,30,-1,-1,0,13
mokc,frc1825,22,18,8,3,0,0
mokc,frc5126,23,22,2,3,0,5
mokc,frc4809,24,19,5,3,0,0
mokc,frc1775,25,33,-1,-1,0,8
mokc,frc6805,26,27,-1,-1,0,5
mokc,frc2560,27,26,3,3,0,0
mokc,frc3172,28,21,-1,-1,0,0
mokc,frc6542,29,20,-1,-1,0,0
mokc,frc5968,30,24,-1,-1,0,0
mokc,frc938,31,25,-1,-1,0,0
mokc,frc1769,32,29,-1,-1,0,0
mokc,frc2357,33,40,-1,-1,0,5
mokc,frc5189,34,31,-1,-1,0,0
mokc,frc937,35,34,-1,-1,0,0
mokc,frc1737,36,35,-1,-1,0,0
mokc,frc1802,37,36,-1,-1,0,0
mokc,frc6976,38,37,-1,-1,0,0
mokc,frc1288,39,39,-1,-1,0,0
mokc,frc5141,40,38,-1,-1,0,0
mokc,frc2874,41,42,-1,-1,0,0
mokc,frc7064,42,41,-1,-1,0,0
mokc,frc1827,43,43,-1,-1,0,0
mokc2,frc1710,1,14,3,2,30,10
mokc2,frc1730,2,1,1,1,20,8
mokc2,frc4522,3,3,3,1,30,0
mokc2,frc1806,4,13,1,2,20,0
mokc2,frc1723,5,4,4,1,10,5
mokc2,frc1982,6,19,3,3,30,0
mokc2,frc6886,7,2,2,1,0,8
mokc2,frc3184,8,9,7,1,10,5
mokc2,frc1810,9,18,1,3,20,5
mokc2,frc1984,10,10,4,2,10,0
mokc2,frc1108,11,16,7,2,10,5
mokc2,frc4786,12,6,6,1,0,10
mokc2,frc6843,13,5,5,1,0,5
mokc2,frc5119,14,7,5,2,0,5
mokc2,frc4388,15,8,2,2,0,0
mokc2,frc4499,16,22,7,3,10,0
mokc2,frc1939,17,12,8,1,0,5
mokc2,frc2410,18,36,4,3,10,5
mokc2,frc4959,19,11,6,2,0,0
mokc2,frc6424,20,23,8,3,0,0
mokc2,frc2765,21,15,5,3,0,0
mokc2,frc2167,22,21,6,3,0,0
mokc2,frc6359,23,35,8,2,0,0
mokc2,frc2353,24,17,-1,-1,0,0
mokc2,frc5268,25,20,-1,-1,0,0
mokc2,frc935,26,32,2,3,0,0
mokc2,frc1785,27,24,-1,-1,0,0
mokc2,frc1997,28,25,-1,-1,0,0
mokc2,frc5918,29,38,-1,-1,0,5
mokc2,frc6420,30,39,-1,-1,0,5
mokc2,frc1777,31,26,-1,-1,0,0
mokc2,frc1847,32,28,-1,-1,0,0
mokc2,frc2457,33,29,-1,-1,0,0
mokc2,frc6317,34,27,-1,-1,0,0
mokc2,frc4646,35,31,-1,-1,0,0
mokc2,frc5809,36,30,-1,-1,0,0
mokc2,frc1769,37,33,-1,-1,0,0
mokc2,frc938,38,34,-1,-1,0,0
mokc2,frc967,39,37,-1,-1,0,0
mokc2,frc1994,40,40,-1,-1,0,0
mokc2,frc2001,41,41,-1,-1,0,0
mokc2,frc5082,42,42,-1,-1,0,0
mokc2,frc4455,43,43,-1,-1,0,0
mosl,frc2481,1,1,1,1,30,10
mosl,frc2451,2,3,1,2,30,5
mosl,frc1178,3,2,2,1,20,0
mosl,frc1706,4,4,2,2,20,0
mosl,frc3284,5,11,6,2,10,10
mosl,frc3197,6,6,4,1,10,5
mosl,frc4256,7,35,1,3,30,5
mosl,frc2081,8,8,6,1,10,5
mosl,frc1444,9,10,4,2,10,0
mosl,frc2978,10,20,2,3,20,0
mosl,frc3397,11,5,3,1,0,0
mosl,frc1658,12,15,6,3,10,0
mosl,frc4143,13,14,3,2,0,0
mosl,frc1732,14,7,5,1,0,0
mosl,frc1625,15,12,5,2,0,0
mosl,frc4356,16,25,4,3,10,0
mosl,frc7117,17,9,7,1,0,0
mosl,frc4931,18,31,7,2,0,5
mosl,frc3814,19,13,8,1,0,0
mosl,frc2783,20,19,8,2,0,0
mosl,frc3330,21,16,7,3,0,0
mosl,frc3792,22,24,-1,-1,0,8
mosl,frc6744,23,23,-1,-1,0,5
mosl,frc1094,24,27,-1,-1,0,5
mosl,frc7255,25,28,-1,-1,0,5
mosl,frc5176,26,40,8,3,0,0
mosl,frc4329,27,30,5,3,0,0
mosl,frc931,28,22,3,3,0,0
mosl,frc1985,29,32,-1,-1,0,5
mosl,frc5836,30,17,-1,-1,0,0
mosl,frc1208,31,18,-1,-1,0,0
mosl,frc5147,32,21,-1,-1,0,0
mosl,frc2022,33,39,-1,-1,0,5
mosl,frc4500,34,29,-1,-1,0,0
mosl,frc6391,35,26,-1,-1,0,0
mosl,frc1288,36,33,-1,-1,0,0
mosl,frc3692,37,36,-1,-1,0,0
mosl,frc4246,38,34,-1,-1,0,0
mosl,frc1329,39,37,-1,-1,0,0
mosl,frc6660,40,38,-1,-1,0,0
mosl,frc4330,41,42,-1,-1,0,0
mosl,frc5060,42,41,-1,-1,0,0
mosl,frc4232,43,43,-1,-1,0,0
mosl,frc4600,44,44,-1,-1,0,0
mosl,frc4187,45,46,-1,-1,0,0
mosl,frc5326,46,45,-1,-1,0,0
mosl,frc2408,47,47,-1,-1,0,0
mosl,frc2707,48,48,-1,-1,0,0
mosl,frc5583,49,49,-1,-1,0,0
mxmo,frc3478,1,1,1,1,30,8
mxmo,frc3526,2,3,1,2,30,5
mxmo,frc3933,3,7,6,1,20,5
mxmo,frc5716,4,22,1,3,30,5
mxmo,frc3472,5,8,6,2,20,0
mxmo,frc6348,6,9,5,2,10,10
mxmo,frc4775,7,10,2,2,10,5
mxmo,frc5948,8,2,2,1,10,0
mxmo,frc3510,9,16,6,3,20,0
mxmo,frc3522,10,6,5,1,10,0
mxmo,frc3354,11,4,3,1,0,5
mxmo,frc6106,12,5,4,1,0,5
mxmo,frc6694,13,18,5,3,10,5
mxmo,frc4635,14,15,3,2,0,5
mxmo,frc6483,15,14,8,2,0,5
mxmo,frc4584,16,12,4,2,0,0
mxmo,frc4731,17,11,7,1,0,0
mxmo,frc4782,18,23,2,3,10,0
mxmo,frc5696,19,13,8,1,0,0
mxmo,frc6647,20,21,3,3,0,5
mxmo,frc4010,21,19,7,3,0,0
mxmo,frc5887,22,38,7,2,0,0
mxmo,frc4401,23,17,4,3,0,0
mxmo,frc7102,24,30,-1,-1,0,8
mxmo,frc6652,25,25,-1,-1,0,5
mxmo,frc6200,26,39,8,3,0,0
mxmo,frc6820,27,20,-1,-1,0,0
mxmo,frc3794,28,24,4,0,0,0
mxmo,frc5133,29,27,-1,-1,0,0
mxmo,frc5932,30,28,-1,-1,0,0
mxmo,frc6507,31,26,-1,-1,0,0
mxmo,frc4746,32,29,-1,-1,0,0
mxmo,frc6156,33,32,-1,-1,0,0
mxmo,frc6170,34,31,-1,-1,0,0
mxmo,frc6965,35,45,-1,-1,0,5
mxmo,frc6010,36,34,-1,-1,0,0
mxmo,frc6017,37,33,-1,-1,0,0
mxmo,frc6666,38,35,-1,-1,0,0
mxmo,frc5874,39,36,-1,-1,0,0
mxmo,frc6983,40,37,-1,-1,0,0
mxmo,frc3158,41,40,-1,-1,0,0
mxmo,frc6218,42,41,-1,-1,0,0
mxmo,frc3527,43,42,-1,-1,0,0
mxmo,frc6407,44,43,-1,-1,0,0
mxmo,frc6605,45,44,-1,-1,0,0
mxmo,frc6319,46,46,-1,-1,0,0
mxmo,frc6676,47,47,-1,-1,0,0
mxmo,frc5344,48,48,-1,-1,0,0
mxto,frc4635,1,1,1,1,30,8
mxto,frc2283,2,2,1,2,30,5
mxto,frc7018,3,4,3,1,20,8
mxto,frc4401,4,9,3,2,20,5
mxto,frc6647,5,5,4,1,10,5
mxto,frc4603,6,3,2,1,10,0
mxto,frc4400,7,21,2,2,10,5
mxto,frc6702,8,30,1,3,30,0
mxto,frc3480,9,12,4,2,10,0
mxto,frc3472,10,15,3,3,20,0
mxto,frc4010,11,10,7,1,0,10
mxto,frc5526,12,6,5,1,0,5
mxto,frc3354,13,8,5,2,0,5
mxto,frc6199,14,7,6,1,0,5
mxto,frc6708,15,13,4,3,10,0
mxto,frc6608,16,14,6,3,0,5
mxto,frc4355,17,11,8,1,0,0
mxto,frc3933,18,16,7,2,0,0
mxto,frc5959,19,18,-1,-1,0,10
mxto,frc4735,20,27,2,3,10,0
mxto,frc4262,21,28,6,2,0,0
mxto,frc5312,22,19,7,3,0,0
mxto,frc5705,23,36,8,2,0,0
mxto,frc6896,24,25,5,3,0,0
mxto,frc4371,25,37,8,3,0,0
mxto,frc6444,26,17,-1,-1,0,0
mxto,frc7217,27,20,-1,-1,0,0
mxto,frc7046,28,34,-1,-1,0,5
mxto,frc4723,29,22,-1,-1,0,0
mxto,frc6604,30,24,-1,-1,0,0
mxto,frc6606,31,23,-1,-1,0,0
mxto,frc5093,32,26,-1,-1,0,0
mxto,frc6017,33,29,-1,-1,0,0
mxto,frc7040,34,33,-1,-1,0,0
mxto,frc7161,35,32,-1,-1,0,0
mxto,frc7299,36,31,-1,-1,0,0
mxto,frc7037,37,41,-1,-1,0,5
mxto,frc6837,38,35,-1,-1,0,0
mxto,frc3794,39,39,-1,-1,0,0
mxto,frc4403,40,38,-1,-1,0,0
mxto,frc6832,41,40,-1,-1,0,0
ndgf,frc5172,1,1,1,1,30,5
ndgf,frc4539,2,4,1,2,30,5
ndgf,frc525,3,2,2,1,20,0
ndgf,frc3750,4,5,2,2,20,0
ndgf,frc5576,5,3,3,1,10,5
ndgf,frc2491,6,7,5,1,10,5
ndgf,frc7048,7,14,5,2,10,8
ndgf,frc6175,8,27,1,3,30,0
ndgf,frc3130,9,9,3,2,10,0
ndgf,frc2220,10,20,8,2,0,15
ndgf,frc876,11,6,4,1,0,5
ndgf,frc5638,12,24,2,3,20,0
ndgf,frc4818,13,19,5,3,10,5
ndgf,frc2883,14,12,4,2,0,5
ndgf,frc2472,15,15,7,2,0,5
ndgf,frc3313,16,8,6,1,0,0
ndgf,frc4198,17,18,3,3,10,0
ndgf,frc4009,18,10,7,1,0,0
ndgf,frc4181,19,11,8,1,0,0
ndgf,frc3277,20,21,6,2,0,0
ndgf,frc4239,21,13,6,3,0,0
ndgf,frc3883,22,23,7,3,0,0
ndgf,frc3102,23,36,8,3,0,0
ndgf,frc1792,24,26,-1,-1,0,5
ndgf,frc3134,25,28,-1,-1,0,5
ndgf,frc2500,26,38,-1,-1,0,8
ndgf,frc4360,27,30,4,3,0,0
ndgf,frc2823,28,16,8,0,0,0
ndgf,frc6047,29,17,-1,-1,0,0
ndgf,frc5658,30,22,-1,-1,0,0
ndgf,frc3300,31,25,-1,-1,0,0
ndgf,frc7235,32,42,-1,-1,0,5
ndgf,frc3007,33,31,-1,-1,0,0
ndgf,frc6056,34,29,-1,-1,0,0
ndgf,frc2531,35,32,-1,-1,0,0
ndgf,frc3275,36,35,-1,-1,0,0
ndgf,frc3754,37,34,-1,-1,0,0
ndgf,frc7257,38,33,-1,-1,0,0
ndgf,frc5929,39,37,-1,-1,0,0
ndgf,frc2538,40,39,-1,-1,0,0
ndgf,frc3292,41,40,-1,-1,0,0
ndgf,frc6453,42,41,-1,-1,0,0
ndgf,frc3298,43,43,-1,-1,0,0
ndgf,frc4674,44,44,-1,-1,0,0
ndgf,frc1986,45,46,-1,-1,0,0
ndgf,frc877,46,45,-1,-1,0,0
ndgf,frc3367,47,47,-1,-1,0,0
nvlv,frc842,1,3,2,1,30,5
nvlv,frc987,2,6,2,2,30,5
nvlv,frc399,3,17,4,2,20,5
nvlv,frc687,4,7,4,1,20,0
nvlv,frc2485,5,1,1,1,0,8
nvlv,frc5012,6,21,6,2,10,10
nvlv,frc3965,7,28,2,3,30,0
nvlv,frc3255,8,2,1,2,0,5
nvlv,frc6824,9,13,4,3,20,0
nvlv,frc3009,10,9,6,1,10,0
nvlv,frc5285,11,5,3,2,0,5
nvlv,frc4738,12,11,8,1,10,0
nvlv,frc2710,13,4,3,1,0,0
nvlv,frc2543,14,8,5,1,0,5
nvlv,frc4,15,19,8,3,10,0
nvlv,frc2659,16,16,6,3,10,0
nvlv,frc1160,17,18,7,2,0,5
nvlv,frc3495,18,34,8,2,10,0
nvlv,frc1388,19,10,7,1,0,0
nvlv,frc4486,20,25,5,2,0,0
nvlv,frc5059,21,14,5,3,0,0
nvlv,frc60,22,23,7,3,0,0
nvlv,frc3021,23,12,3,3,0,0
nvlv,frc5851,24,20,-1,-1,0,5
nvlv,frc6957,25,32,-1,-1,0,8
nvlv,frc585,26,38,-1,-1,0,10
nvlv,frc6411,27,15,1,3,0,0
nvlv,frc5429,28,22,-1,-1,0,0
nvlv,frc7077,29,36,-1,-1,0,5
nvlv,frc6519,30,26,-1,-1,0,0
nvlv,frc988,31,24,-1,-1,0,0
nvlv,frc2647,32,27,-1,-1,0,0
nvlv,frc3577,33,29,-1,-1,0,0
nvlv,frc4501,34,30,-1,-1,0,0
nvlv,frc5025,35,31,-1,-1,0,0
nvlv,frc6821,36,43,-1,-1,0,5
nvlv,frc2429,37,33,-1,-1,0,0
nvlv,frc3011,38,35,-1,-1,0,0
nvlv,frc5875,39,37,-1,-1,0,0
nvlv,frc4792,40,40,-1,-1,0,0
nvlv,frc6826,41,39,-1,-1,0,0
nvlv,frc6825,42,41,-1,-1,0,0
nvlv,frc7183,43,42,-1,-1,0,0
nvlv,frc5049,44,44,-1,-1,0,0
nyli,frc3646,1,1,1,1,30,0
nyli,frc469,2,10,1,2,30,0
nyli,frc533,3,2,2,1,20,5
nyli,frc2638,4,12,2,2,20,5
nyli,frc3624,5,6,5,1,10,10
nyli,frc2234,6,21,1,3,30,0
nyli,frc5016,7,25,6,2,10,10
nyli,frc296,8,7,6,1,10,0
nyli,frc5099,9,13,5,2,10,0
nyli,frc6423,10,18,2,3,20,0
nyli,frc3137,11,3,3,1,0,0
nyli,frc2869,12,9,7,2,0,8
nyli,frc514,13,5,3,2,0,0
nyli,frc358,14,4,4,1,0,0
nyli,frc871,15,15,4,2,0,5
nyli,frc2914,16,20,6,3,10,0
nyli,frc5659,17,8,7,1,0,0
nyli,frc271,18,19,8,2,0,5
nyli,frc1468,19,11,8,1,0,0
nyli,frc569,20,31,5,3,10,0
nyli,frc28,21,17,8,3,0,0
nyli,frc6806,22,16,3,3,0,5
nyli,frc709,23,14,-1,-1,0,5
nyli,frc6911,24,24,-1,-1,0,8
nyli,frc1546,25,27,7,3,0,0
nyli,frc2872,26,26,-1,-1,0,5
nyli,frc1803,27,28,4,3,0,0
nyli,frc564,28,30,-1,-1,0,5
nyli,frc6636,29,29,-1,-1,0,5
nyli,frc2027,30,22,-1,-1,0,0
nyli,frc2347,31,23,-1,-1,0,0
nyli,frc2161,32,35,-1,-1,0,5
nyli,frc522,33,32,-1,-1,0,0
nyli,frc352,34,33,-1,-1,0,0
nyli,frc6952,35,34,-1,-1,0,0
nyli2,frc1796,1,1,1,1,30,5
nyli2,frc3015,2,4,1,2,30,0
nyli2,frc3171,3,2,2,1,20,5
nyli2,frc870,4,3,2,2,20,5
nyli2,frc810,5,34,1,3,30,10
nyli2,frc287,6,5,3,1,10,5
nyli2,frc533,7,19,4,2,10,5
nyli2,frc263,8,8,3,2,10,0
nyli2,frc527,9,6,4,1,10,0
nyli2,frc1468,10,27,2,3,20,0
nyli2,frc2601,11,21,5,2,0,8
nyli2,frc353,12,7,5,1,0,0
nyli2,frc2872,13,16,4,3,10,0
nyli2,frc271,14,9,6,1,0,0
nyli2,frc6806,15,33,6,2,0,8
nyli2,frc329,16,15,8,3,0,5
nyli2,frc2875,17,10,7,1,0,0
nyli2,frc4458,18,22,3,3,10,0
nyli2,frc4050,19,14,6,3,0,5
nyli2,frc601,20,11,8,1,0,0
nyli2,frc369,21,12,7,3,0,0
nyli2,frc1635,22,20,8,2,0,0
nyli2,frc6746,23,13,8,0,0,5
nyli2,frc5736,24,31,7,2,0,0
nyli2,frc2641,25,26,5,3,0,0
nyli2,frc5806,26,25,-1,-1,0,5
nyli2,frc7201,27,29,-1,-1,0,5
nyli2,frc3950,28,32,-1,-1,0,5
nyli2,frc2487,29,17,3,0,0,0
nyli2,frc6422,30,18,-1,-1,0,0
nyli2,frc6232,31,35,-1,-1,0,5
nyli2,frc5599,32,24,-1,-1,0,0
nyli2,frc6636,33,23,-1,-1,0,0
nyli2,frc806,34,28,-1,-1,0,0
nyli2,frc334,35,30,-1,-1,0,0
nyli2,frc1751,36,37,-1,-1,0,0
nyli2,frc4567,37,38,-1,-1,0,0
nyli2,frc545,38,36,-1,-1,0,0
nyli2,frc1601,39,40,-1,-1,0,0
nyli2,frc496,40,39,-1,-1,0,0
nyli2,frc4006,41,41,-1,-1,0,0
nyli2,frc4528,42,43,-1,-1,0,0
nyli2,frc884,43,42,-1,-1,0,0
nyli2,frc1554,44,44,-1,-1,0,0
nyny,frc694,1,1,1,1,30,10
nyny,frc1796,2,2,1,2,30,5
nyny,frc333,3,3,2,1,20,5
nyny,frc369,4,12,2,2,20,5
nyny,frc354,5,5,4,1,10,5
nyny,frc395,6,11,4,2,10,5
nyny,frc1660,7,16,6,2,10,5
nyny,frc743,8,49,1,3,30,0
nyny,frc6590,9,20,2,3,20,0
nyny,frc3419,10,6,5,1,0,5
