Event,Team,Rank,Qual,Alliance #,Alliance Pick,Playoff Level,Awards
abca,frc2122,1,1,1,1,30,5
abca,frc359,2,4,1,2,30,0
abca,frc3250,3,2,2,1,20,5
abca,frc2130,4,5,2,2,20,5
abca,frc1622,5,3,3,1,10,10
abca,frc3216,6,10,3,2,10,5
abca,frc6679,7,6,4,1,10,0
abca,frc4733,8,32,1,3,30,0
abca,frc4334,9,15,4,2,10,0
abca,frc4775,10,8,5,2,0,8
abca,frc6106,11,21,3,3,10,10
abca,frc6188,12,7,5,1,0,0
abca,frc5630,13,33,2,3,20,0
abca,frc6351,14,17,4,3,10,0
abca,frc3011,15,9,6,1,0,0
abca,frc5787,16,11,7,1,0,0
abca,frc5015,17,18,6,2,0,0
abca,frc5078,18,12,8,1,0,0
abca,frc6364,19,26,8,2,0,5
abca,frc4627,20,31,7,2,0,5
abca,frc5725,21,16,8,3,0,0
abca,frc5118,22,13,5,3,0,0
abca,frc1482,23,19,7,3,0,0
abca,frc6841,24,14,6,0,0,5
abca,frc7277,25,22,-1,-1,0,8
abca,frc6435,26,23,-1,-1,0,5
abca,frc4010,27,24,-1,-1,0,5
abca,frc6701,28,30,6,3,0,0
abca,frc6979,29,20,-1,-1,0,0
abca,frc4604,30,25,-1,-1,0,0
abca,frc7246,31,34,-1,-1,0,5
abca,frc6041,32,28,-1,-1,0,0
abca,frc6178,33,27,-1,-1,0,0
abca,frc6700,34,29,-1,-1,0,0
abca,frc7205,35,35,-1,-1,0,0
alhu,frc2556,1,1,1,1,30,5
alhu,frc3792,2,3,1,2,30,0
alhu,frc3959,3,2,2,1,20,5
alhu,frc342,4,8,2,2,20,0
alhu,frc3844,5,13,1,3,30,5
alhu,frc4087,6,4,3,1,10,0
alhu,frc141,7,19,3,2,10,5
alhu,frc4451,8,5,4,1,10,0
alhu,frc4965,9,9,4,2,10,0
alhu,frc7072,10,36,2,3,20,5
alhu,frc1319,11,7,5,2,0,5
alhu,frc4533,12,6,5,1,0,5
alhu,frc6366,13,14,6,2,0,5
alhu,frc2468,14,15,6,3,0,10
alhu,frc5410,15,28,3,3,10,5
alhu,frc3593,16,16,7,2,0,5
alhu,frc5045,17,18,4,3,10,0
alhu,frc2815,18,10,6,1,0,0
alhu,frc4740,19,11,7,1,0,0
alhu,frc7026,20,12,8,1,0,0
alhu,frc34,21,26,8,2,0,5
alhu,frc1369,22,17,8,3,0,0
alhu,frc7111,23,21,-1,-1,0,8
alhu,frc6404,24,23,7,3,0,0
alhu,frc547,25,24,5,3,0,0
alhu,frc5721,26,30,-1,-1,0,5
alhu,frc4924,27,38,-1,-1,0,8
alhu,frc2973,28,20,-1,-1,0,0
alhu,frc3966,29,22,-1,-1,0,0
alhu,frc3139,30,25,-1,-1,0,0
alhu,frc4306,31,27,-1,-1,0,0
alhu,frc7065,32,29,-1,-1,0,0
alhu,frc3319,33,32,-1,-1,0,0
alhu,frc442,34,31,-1,-1,0,0
alhu,frc5858,35,34,-1,-1,0,0
alhu,frc6107,36,33,-1,-1,0,0
alhu,frc5058,37,35,-1,-1,0,0
alhu,frc6937,38,37,-1,-1,0,0
alhu,frc5616,39,39,-1,-1,0,0
alhu,frc538,40,40,-1,-1,0,0
alhu,frc3843,41,41,-1,-1,0,0
alhu,frc7313,42,42,-1,-1,0,0
alhu,frc5005,43,43,-1,-1,0,0
arli,frc3310,1,1,1,1,30,5
arli,frc16,2,2,1,2,30,5
arli,frc3937,3,3,2,1,20,8
arli,frc364,4,10,2,2,20,5
arli,frc4635,5,4,3,1,10,0
arli,frc3616,6,8,3,2,10,0
arli,frc6055,7,5,4,1,10,0
arli,frc323,8,9,4,2,10,0
arli,frc7123,9,44,1,3,30,0
arli,frc4400,10,43,5,2,0,15
arli,frc5006,11,11,6,2,0,5
arli,frc2992,12,6,5,1,0,0
arli,frc1764,13,14,7,2,0,5
arli,frc4576,14,45,2,3,20,0
arli,frc3337,15,20,4,3,10,0
arli,frc701,16,7,6,1,0,0
arli,frc6474,17,16,7,3,0,5
arli,frc5550,18,12,7,1,0,0
arli,frc5437,19,15,6,3,0,5
arli,frc6131,20,27,3,3,10,0
arli,frc3039,21,13,8,1,0,0
arli,frc2183,22,18,8,3,0,0
arli,frc1818,23,19,8,0,0,5
arli,frc6647,24,41,8,2,0,0
arli,frc7106,25,42,-1,-1,0,8
arli,frc4523,26,36,5,3,0,0
arli,frc5002,27,34,-1,-1,0,5
arli,frc4209,28,17,-1,-1,0,0
arli,frc3991,29,24,-1,-1,0,0
arli,frc4403,30,21,-1,-1,0,0
arli,frc5454,31,22,-1,-1,0,0
arli,frc6855,32,23,-1,-1,0,0
arli,frc2080,33,25,-1,-1,0,0
arli,frc5729,34,26,-1,-1,0,0
arli,frc6186,35,28,-1,-1,0,0
arli,frc1209,36,30,-1,-1,0,0
arli,frc2395,37,32,-1,-1,0,0
arli,frc5721,38,29,-1,-1,0,0
arli,frc6640,39,31,-1,-1,0,0
arli,frc7263,40,50,-1,-1,0,5
arli,frc5568,41,35,-1,-1,0,0
arli,frc6586,42,33,-1,-1,0,0
arli,frc1912,43,39,-1,-1,0,0
arli,frc34,44,38,-1,-1,0,0
arli,frc5178,45,40,-1,-1,0,0
arli,frc7260,46,37,-1,-1,0,0
arli,frc1700,47,53,-1,-1,0,5
arli,frc6492,48,46,-1,-1,0,0
arli,frc7066,49,47,-1,-1,0,0
arli,frc31,50,49,-1,-1,0,0
arli,frc3160,51,48,-1,-1,0,0
arli,frc4005,52,52,-1,-1,0,0
arli,frc6840,53,51,-1,-1,0,0
arli,frc2773,54,55,-1,-1,0,0
arli,frc7075,55,54,-1,-1,0,0
ausc,frc4253,1,1,1,1,30,5
ausc,frc4613,2,2,1,2,30,5
ausc,frc6508,3,8,6,1,20,5
ausc,frc6996,4,15,6,2,20,8
ausc,frc6579,5,3,2,1,10,5
ausc,frc5985,6,4,2,2,10,5
ausc,frc4802,7,17,1,3,30,5
ausc,frc3008,8,20,4,2,10,8
ausc,frc7074,9,6,4,1,10,0
ausc,frc6024,10,11,7,2,0,15
ausc,frc4774,11,26,6,3,20,5
ausc,frc6836,12,5,3,1,0,5
ausc,frc6191,13,18,4,3,10,5
ausc,frc7278,14,7,5,1,0,0
ausc,frc3132,15,23,3,2,0,5
ausc,frc4537,16,12,5,2,0,0
ausc,frc6998,17,9,7,1,0,0
ausc,frc6434,18,10,8,1,0,0
ausc,frc7130,19,29,2,3,10,5
ausc,frc5593,20,13,8,3,0,0
ausc,frc6083,21,16,8,2,0,0
ausc,frc5983,22,14,5,3,0,0
ausc,frc5331,23,21,7,3,0,0
ausc,frc7023,24,22,3,3,0,0
ausc,frc4739,25,19,-1,-1,0,0
ausc,frc6118,26,24,-1,-1,0,0
ausc,frc6520,27,25,-1,-1,0,0
ausc,frc6204,28,27,-1,-1,0,0
ausc,frc4817,29,28,-1,-1,0,0
ausc,frc6187,30,30,-1,-1,0,0
ausp,frc5663,1,5,2,2,30,8
ausp,frc5985,2,2,2,1,30,5
ausp,frc5584,3,1,1,1,20,10
ausp,frc4613,4,4,1,2,20,5
ausp,frc6510,5,7,3,2,10,10
ausp,frc6579,6,3,3,1,10,5
ausp,frc7128,7,35,2,3,30,5
ausp,frc5331,8,8,5,1,10,0
ausp,frc6813,9,6,4,1,0,8
ausp,frc6024,10,10,5,2,10,0
ausp,frc3132,11,9,4,2,0,5
ausp,frc6050,12,20,1,3,20,0
ausp,frc5648,13,23,5,3,10,5
ausp,frc4774,14,13,7,2,0,5
ausp,frc6434,15,12,7,1,0,5
ausp,frc6524,16,11,6,1,0,0
ausp,frc4729,17,19,6,2,0,0
ausp,frc6432,18,14,8,1,0,0
ausp,frc6083,19,18,8,3,0,0
ausp,frc4802,20,34,3,3,10,0
ausp,frc6509,21,28,8,2,0,0
ausp,frc5333,22,25,7,3,0,0
ausp,frc5988,23,22,4,3,0,0
ausp,frc6035,24,15,-1,-1,0,0
ausp,frc6063,25,16,-1,-1,0,0
ausp,frc6575,26,17,-1,-1,0,0
ausp,frc7113,27,30,-1,-1,0,5
ausp,frc6476,28,21,-1,-1,0,0
ausp,frc6449,29,26,-1,-1,0,0
ausp,frc6525,30,24,-1,-1,0,0
ausp,frc7124,31,37,-1,-1,0,5
ausp,frc6007,32,39,6,3,0,0
ausp,frc5564,33,29,-1,-1,0,0
ausp,frc6440,34,27,-1,-1,0,0
ausp,frc5876,35,31,-1,-1,0,0
ausp,frc4801,36,32,-1,-1,0,0
ausp,frc7163,37,33,-1,-1,0,0
ausp,frc4614,38,36,-1,-1,0,0
ausp,frc7050,39,38,-1,-1,0,0
azfl,frc254,1,1,1,1,30,5
azfl,frc842,2,4,1,2,30,5
azfl,frc2122,3,2,2,1,20,5
azfl,frc1011,4,5,2,2,20,0
azfl,frc2486,5,3,3,1,10,8
azfl,frc2478,6,6,4,1,10,5
azfl,frc987,7,12,3,2,10,5
azfl,frc2403,8,29,1,3,30,0
azfl,frc4565,9,18,4,2,10,0
azfl,frc8,10,8,6,1,0,5
azfl,frc4603,11,13,2,0,15,0
azfl,frc4183,12,7,5,1,0,0
azfl,frc1492,13,14,5,2,0,0
azfl,frc1836,14,9,7,1,0,0
azfl,frc4415,15,28,4,3,10,0
azfl,frc3853,16,11,7,2,0,0
azfl,frc6871,17,10,8,1,0,0
azfl,frc3501,18,15,8,2,0,0
azfl,frc6314,19,20,-1,-1,0,10
azfl,frc5059,20,40,3,3,10,0
azfl,frc668,21,17,7,3,0,0
azfl,frc6968,22,19,-1,-1,0,8
azfl,frc4146,23,41,6,2,0,0
azfl,frc3250,24,37,-1,-1,0,10
azfl,frc3309,25,26,6,3,0,0
azfl,frc2073,26,31,2,3,5,0
azfl,frc7059,27,27,-1,-1,0,5
azfl,frc6530,28,47,8,3,0,0
azfl,frc3019,29,34,-1,-1,0,5
azfl,frc2637,30,16,-1,-1,0,0
azfl,frc3187,31,39,-1,-1,0,5
azfl,frc2375,32,21,-1,-1,0,0
azfl,frc2840,33,22,-1,-1,0,0
azfl,frc6060,34,25,-1,-1,0,0
azfl,frc6518,35,23,-1,-1,0,0
azfl,frc6560,36,24,-1,-1,0,0
azfl,frc60,37,30,-1,-1,0,0
azfl,frc498,38,33,-1,-1,0,0
azfl,frc6585,39,32,-1,-1,0,0
azfl,frc991,40,35,-1,-1,0,0
azfl,frc1828,41,54,-1,-1,0,5
azfl,frc3577,42,38,-1,-1,0,0
azfl,frc3925,43,36,-1,-1,0,0
azfl,frc2135,44,42,-1,-1,0,0
azfl,frc7214,45,43,-1,-1,0,0
azfl,frc996,46,44,-1,-1,0,0
azfl,frc1138,47,48,-1,-1,0,0
azfl,frc1165,48,45,-1,-1,0,0
azfl,frc2437,49,46,-1,-1,0,0
azfl,frc6413,50,60,5,3,0,0
azfl,frc5539,51,50,-1,-1,0,0
azfl,frc6656,52,51,-1,-1,0,0
azfl,frc751,53,49,-1,-1,0,0
azfl,frc6127,54,53,-1,-1,0,0
azfl,frc6482,55,52,-1,-1,0,0
azfl,frc585,56,55,-1,-1,0,0
azfl,frc6931,57,56,-1,-1,0,0
azfl,frc3009,58,58,-1,-1,0,0
azfl,frc3785,59,57,-1,-1,0,0
azfl,frc4153,60,59,-1,-1,0,0
azpx,frc2478,1,2,1,2,30,10
azpx,frc2403,2,1,1,1,30,5
azpx,frc4146,3,3,2,1,20,5
azpx,frc3853,4,6,2,2,20,5
azpx,frc2840,5,19,1,3,30,0
azpx,frc1492,6,4,3,1,10,0
azpx,frc6352,7,7,3,2,10,0
azpx,frc2449,8,8,5,1,10,0
azpx,frc498,9,28,5,2,10,5
azpx,frc1726,10,5,4,1,0,5
azpx,frc3019,11,35,2,3,20,5
azpx,frc6413,12,10,7,1,0,8
azpx,frc6314,13,26,5,3,10,5
azpx,frc5613,14,11,8,1,0,5
azpx,frc991,15,9,6,1,0,0
azpx,frc6833,16,34,3,3,10,5
azpx,frc6479,17,12,6,2,0,0
azpx,frc3187,18,17,8,3,0,5
azpx,frc2647,19,14,7,3,0,5
azpx,frc4565,20,16,7,2,0,0
azpx,frc2662,21,15,8,2,0,0
azpx,frc7214,22,30,4,2,0,0
azpx,frc6871,23,18,-1,-1,0,8
azpx,frc1212,24,13,-1,-1,0,5
azpx,frc2375,25,24,6,3,0,0
azpx,frc4496,26,21,-1,-1,0,0
azpx,frc698,27,20,-1,-1,0,0
azpx,frc4111,28,23,-1,-1,0,0
azpx,frc6683,29,25,-1,-1,0,0
azpx,frc6922,30,22,-1,-1,0,0
azpx,frc6674,31,27,-1,-1,0,0
azpx,frc3944,32,40,4,3,0,0
azpx,frc1633,33,31,-1,-1,0,0
azpx,frc5200,34,29,-1,-1,0,0
azpx,frc1165,35,32,-1,-1,0,0
azpx,frc5465,36,33,-1,-1,0,0
azpx,frc3133,37,36,-1,-1,0,0
azpx,frc1290,38,37,-1,-1,0,0
azpx,frc7017,39,38,-1,-1,0,0
azpx,frc6748,40,39,-1,-1,0,0
azpx,frc2844,41,41,-1,-1,0,0
azpx,frc6372,42,42,-1,-1,0,0
bcvi,frc1241,1,1,1,1,30,5
bcvi,frc6390,2,6,1,2,30,8
bcvi,frc4627,3,2,2,1,20,5
bcvi,frc7190,4,9,2,2,20,5
bcvi,frc6406,5,3,3,1,10,5
bcvi,frc4334,6,4,4,1,10,5
bcvi,frc1868,7,14,4,2,10,10
bcvi,frc7173,8,19,1,3,30,0
bcvi,frc2643,9,15,3,2,10,5
bcvi,frc7169,10,7,6,1,0,5
bcvi,frc5078,11,21,2,3,20,0
bcvi,frc7287,12,10,8,1,0,8
bcvi,frc6403,13,8,7,1,0,5
bcvi,frc7167,14,17,3,3,10,5
bcvi,frc6351,15,5,5,1,0,0
bcvi,frc5787,16,11,5,2,0,0
bcvi,frc6364,17,22,6,2,0,5
bcvi,frc5118,18,20,4,3,10,0
bcvi,frc6485,19,18,8,2,0,0
bcvi,frc7158,20,13,7,3,0,0
bcvi,frc3985,21,27,8,3,0,5
bcvi,frc6458,22,12,6,3,0,0
bcvi,frc6408,23,25,7,2,0,0
bcvi,frc7262,24,16,-1,-1,0,5
bcvi,frc7135,25,26,5,3,0,0
bcvi,frc1482,26,23,-1,-1,0,0
bcvi,frc7189,27,24,-1,-1,0,0
bcvi,frc6563,28,28,-1,-1,0,0
bcvi,frc7170,29,29,-1,-1,0,0
bcvi,frc4625,30,30,-1,-1,0,0
caav,frc3309,1,1,1,1,30,10
caav,frc330,2,2,1,2,30,5
caav,frc399,3,6,3,2,20,10
caav,frc294,4,4,3,1,20,5
caav,frc5012,5,3,2,1,10,5
caav,frc3476,6,5,2,2,10,5
caav,frc2658,7,16,1,3,30,0
caav,frc4276,8,9,5,2,10,5
caav,frc5102,9,8,5,1,10,0
caav,frc3390,10,32,3,3,20,5
caav,frc4322,11,25,5,3,10,5
caav,frc597,12,7,4,1,0,0
caav,frc3647,13,15,4,2,0,0
caav,frc4470,14,10,6,1,0,0
caav,frc1160,15,11,7,1,0,0
caav,frc2637,16,14,7,2,0,0
caav,frc6382,17,12,8,1,0,0
caav,frc599,18,19,6,2,0,0
caav,frc2493,19,17,8,2,0,0
caav,frc6072,20,13,6,3,0,0
caav,frc5474,21,33,2,3,10,0
caav,frc2429,22,26,-1,-1,0,8
caav,frc4014,23,28,8,3,0,0
caav,frc5805,24,27,7,3,0,0
caav,frc702,25,21,-1,-1,0,5
caav,frc5124,26,22,4,3,0,0
caav,frc4255,27,18,-1,-1,0,0
caav,frc981,28,20,-1,-1,0,0
caav,frc3669,29,24,-1,-1,0,0
caav,frc6060,30,23,-1,-1,0,0
caav,frc4191,31,34,-1,-1,0,5
caav,frc2339,32,29,-1,-1,0,0
caav,frc585,33,30,-1,-1,0,0
caav,frc980,34,31,-1,-1,0,0
caav,frc3453,35,35,-1,-1,0,0
caav,frc5869,36,36,-1,-1,0,0
cada,frc1678,1,1,1,1,30,10
cada,frc1323,2,2,1,2,30,5
cada,frc3250,3,3,2,1,10,10
cada,frc6474,4,18,3,2,20,5
cada,frc1072,5,4,3,1,20,0
cada,frc1671,6,13,2,2,10,5
cada,frc3970,7,34,1,3,30,0
cada,frc5496,8,6,5,1,10,0
cada,frc2141,9,23,5,2,10,0
cada,frc5940,10,5,4,1,0,0
cada,frc6918,11,38,5,3,10,5
cada,frc5507,12,7,6,1,0,0
cada,frc3880,13,59,3,3,20,0
cada,frc383,14,8,7,1,0,0
cada,frc5817,15,12,6,2,0,0
cada,frc4135,16,9,7,2,0,0
cada,frc1458,17,10,8,1,0,0
cada,frc3256,18,16,6,3,0,5
cada,frc199,19,35,8,2,0,5
cada,frc295,20,11,7,3,0,0
cada,frc1662,21,48,4,2,0,0
cada,frc2367,22,44,2,3,10,0
cada,frc3482,23,27,8,3,0,0
cada,frc701,24,30,-1,-1,0,8
cada,frc3598,25,21,-1,-1,0,5
cada,frc5480,26,24,-1,-1,0,5
cada,frc2144,27,25,4,3,0,0
cada,frc6619,28,33,-1,-1,0,5
cada,frc2204,29,14,-1,-1,0,0
cada,frc2035,30,17,-1,-1,0,0
cada,frc5728,31,15,-1,-1,0,0
cada,frc2551,32,42,-1,-1,0,5
cada,frc3501,33,20,-1,-1,0,0
cada,frc3859,34,19,-1,-1,0,0
cada,frc6174,35,22,-1,-1,0,0
cada,frc6822,36,58,-1,-1,0,8
cada,frc1280,37,26,-1,-1,0,0
cada,frc7229,38,28,-1,-1,0,0
cada,frc4643,39,32,-1,-1,0,0
cada,frc4698,40,31,-1,-1,0,0
cada,frc6612,41,29,-1,-1,0,0
cada,frc1351,42,37,-1,-1,0,0
cada,frc692,43,36,-1,-1,0,0
cada,frc3615,44,43,-1,-1,0,0
cada,frc5274,45,39,-1,-1,0,0
cada,frc6644,46,41,-1,-1,0,0
cada,frc981,47,40,-1,-1,0,0
cada,frc3013,48,47,-1,-1,0,0
cada,frc3669,49,46,-1,-1,0,0
cada,frc4171,50,45,-1,-1,0,0
cada,frc5458,51,52,-1,-1,0,0
cada,frc6039,52,51,-1,-1,0,0
cada,frc7057,53,49,-1,-1,0,0
cada,frc852,54,50,-1,-1,0,0
cada,frc2085,55,55,-1,-1,0,0
cada,frc6059,56,54,-1,-1,0,0
cada,frc6238,57,53,-1,-1,0,0
cada,frc2073,58,56,-1,-1,0,0
cada,frc5250,59,57,-1,-1,0,0
cada,frc100,60,60,-1,-1,0,0
cada,frc6305,61,61,-1,-1,0,0
cada,frc3189,62,63,-1,-1,0,0
cada,frc3257,63,62,-1,-1,0,0
cada,frc7308,64,64,-1,-1,0,0
cada,frc3303,65,65,-1,-1,0,0
cafr,frc1678,1,1,1,1,30,5
cafr,frc1323,2,2,1,2,30,5
cafr,frc1538,3,3,2,1,20,5
cafr,frc1197,4,4,2,2,20,0
cafr,frc4698,5,20,1,3,30,0
cafr,frc5817,6,27,4,2,10,8
cafr,frc5026,7,10,6,2,10,5
cafr,frc649,8,6,4,1,10,0
cafr,frc3970,9,8,6,1,10,0
cafr,frc5104,10,24,2,3,20,0
cafr,frc4201,11,15,7,2,0,10
cafr,frc6305,12,12,8,1,0,10
cafr,frc1671,13,19,4,3,10,5
cafr,frc696,14,5,3,1,0,0
cafr,frc5458,15,9,3,2,0,0
cafr,frc5700,16,11,7,1,0,5
cafr,frc1388,17,7,5,1,0,0
cafr,frc3495,18,23,5,2,0,5
cafr,frc2085,19,18,8,3,0,5
cafr,frc2854,20,36,6,3,10,0
cafr,frc1662,21,16,8,2,0,0
cafr,frc2643,22,21,7,3,0,0
cafr,frc7057,23,31,-1,-1,0,8
cafr,frc3303,24,22,5,3,0,0
cafr,frc3189,25,28,-1,-1,0,5
cafr,frc2813,26,13,-1,-1,0,0
cafr,frc6804,27,30,-1,-1,0,5
cafr,frc5419,28,14,-1,-1,0,0
cafr,frc6657,29,17,-1,-1,0,0
cafr,frc972,30,34,3,3,0,0
cafr,frc2443,31,26,-1,-1,0,0
cafr,frc4160,32,25,-1,-1,0,0
cafr,frc3859,33,29,-1,-1,0,0
cafr,frc299,34,32,-1,-1,0,0
cafr,frc3045,35,35,-1,-1,0,0
cafr,frc6506,36,33,-1,-1,0,0
cafr,frc5134,37,37,-1,-1,0,0
cafr,frc5274,38,38,-1,-1,0,0
cafr,frc6926,39,40,-1,-1,0,0
cafr,frc766,40,39,-1,-1,0,0
cafr,frc6699,41,41,-1,-1,0,0
cafr,frc692,42,42,-1,-1,0,0
cafr,frc1422,43,44,-1,-1,0,0
cafr,frc295,44,43,-1,-1,0,0
cafr,frc5852,45,45,-1,-1,0,0
cafr,frc7096,46,46,-1,-1,0,0
cafr,frc6711,47,47,-1,-1,0,0
cair,frc3309,1,1,1,1,20,10
cair,frc5805,2,4,3,1,30,0
cair,frc3476,3,2,1,2,20,5
cair,frc3473,4,12,3,2,30,0
cair,frc1515,5,3,2,1,10,13
cair,frc812,6,11,3,3,30,5
cair,frc5802,7,5,4,1,10,5
cair,frc1836,8,9,4,2,10,5
cair,frc5810,9,15,2,2,10,0
cair,frc6955,10,26,1,3,20,5
cair,frc294,11,6,5,1,0,5
cair,frc7157,12,28,4,3,10,8
cair,frc4415,13,14,5,2,0,5
cair,frc4322,14,7,6,1,0,0
cair,frc2496,15,8,7,1,0,0
cair,frc207,16,13,7,3,0,5
cair,frc4999,17,37,6,2,0,5
cair,frc5477,18,10,8,1,0,0
cair,frc6072,19,31,2,3,10,0
cair,frc4079,20,21,7,2,0,0
cair,frc5137,21,23,8,2,0,0
cair,frc5209,22,24,8,3,0,0
cair,frc4276,23,20,5,3,0,0
cair,frc5857,24,33,6,3,0,0
cair,frc1159,25,18,-1,-1,0,0
cair,frc4619,26,19,-1,-1,0,0
cair,frc7230,27,17,-1,-1,0,0
cair,frc7322,28,16,-1,-1,0,0
cair,frc5835,29,22,-1,-1,0,0
cair,frc6535,30,25,-1,-1,0,0
cair,frc5512,31,43,-1,-1,0,5
cair,frc3491,32,29,-1,-1,0,0
cair,frc5966,33,27,-1,-1,0,0
cair,frc6499,34,30,-1,-1,0,0
cair,frc4141,35,32,-1,-1,0,0
cair,frc6904,36,34,-1,-1,0,0
cair,frc3470,37,38,-1,-1,0,0
cair,frc3759,38,35,-1,-1,0,0
cair,frc6220,39,36,-1,-1,0,0
cair,frc5500,40,40,-1,-1,0,0
cair,frc5877,41,41,-1,-1,0,0
cair,frc7025,42,39,-1,-1,0,0
cair,frc6554,43,52,-1,-1,0,5
cair,frc4056,44,42,-1,-1,0,0
cair,frc6692,45,44,-1,-1,0,0
cair,frc4114,46,46,-1,-1,0,0
cair,frc5634,47,45,-1,-1,0,0
cair,frc7042,48,47,-1,-1,0,0
cair,frc299,49,49,-1,-1,0,0
cair,frc4161,50,48,-1,-1,0,0
cair,frc6960,51,50,-1,-1,0,0
cair,frc3295,52,51,-1,-1,0,0
capo,frc330,1,7,1,2,30,5
capo,frc5802,2,1,1,1,30,0
capo,frc968,3,13,3,2,20,8
capo,frc5818,4,4,3,1,20,0
capo,frc3512,5,2,2,1,10,5
capo,frc980,6,18,3,3,20,10
capo,frc2584,7,16,1,3,30,0
capo,frc687,8,3,2,2,10,0
capo,frc1726,9,9,5,2,10,5
capo,frc5124,10,6,5,1,10,0
capo,frc6833,11,15,7,2,0,8
capo,frc1197,12,5,4,1,0,0
capo,frc1452,13,22,2,3,10,5
capo,frc4972,14,12,4,2,0,0
capo,frc7051,15,8,6,1,0,0
capo,frc4,16,44,5,3,10,5
capo,frc5285,17,10,7,1,0,0
capo,frc4019,18,11,8,1,0,0
capo,frc599,19,21,6,2,0,0
capo,frc2710,20,14,8,2,0,0
capo,frc580,21,17,8,3,0,0
capo,frc1515,22,32,6,3,0,5
capo,frc696,23,25,4,3,0,5
capo,frc589,24,20,-1,-1,0,5
capo,frc7042,25,23,-1,-1,0,5
capo,frc3863,26,36,7,3,0,0
capo,frc5851,27,27,-1,-1,0,5
capo,frc702,28,31,-1,-1,0,5
capo,frc2404,29,19,-1,-1,0,0
capo,frc4141,30,24,-1,-1,0,0
capo,frc6668,31,26,-1,-1,0,0
capo,frc3408,32,30,-1,-1,0,0
capo,frc4913,33,29,-1,-1,0,0
capo,frc691,34,28,-1,-1,0,0
capo,frc2493,35,48,-1,-1,0,5
capo,frc4123,36,33,-1,-1,0,0
capo,frc5669,37,35,-1,-1,0,0
capo,frc5765,38,34,-1,-1,0,0
capo,frc1759,39,39,-1,-1,0,0
capo,frc3952,40,37,-1,-1,0,0
capo,frc5089,41,38,-1,-1,0,0
capo,frc6915,42,40,-1,-1,0,0
capo,frc4763,43,41,-1,-1,0,0
capo,frc6000,44,42,-1,-1,0,0
capo,frc848,45,43,-1,-1,0,0
capo,frc6658,46,46,-1,-1,0,0
capo,frc7185,47,45,-1,-1,0,0
capo,frc5510,48,47,-1,-1,0,0
capo,frc606,49,49,-1,-1,0,0
capo,frc4964,50,50,-1,-1,0,0
capo,frc6938,51,51,-1,-1,0,0
capo,frc5107,52,52,-1,-1,0,0
capo,frc2496,53,53,-1,-1,0,0
capo,frc867,54,54,-1,-1,0,0
casd,frc2659,1,1,1,1,30,5
casd,frc1538,2,7,1,2,30,5
casd,frc3128,3,6,6,1,20,5
casd,frc597,4,26,1,3,30,5
casd,frc2102,5,37,6,2,20,5
casd,frc624,6,12,5,2,10,5
casd,frc1572,7,8,7,1,10,5
casd,frc3255,8,5,5,1,10,0
casd,frc2485,9,10,3,2,0,10
casd,frc3882,10,45,6,3,20,5
casd,frc2984,11,13,7,2,10,0
casd,frc3256,12,21,7,3,10,5
casd,frc2839,13,2,2,1,0,0
casd,frc4984,14,3,3,1,0,0
casd,frc2658,15,9,2,2,0,0
casd,frc3749,16,4,4,1,0,0
casd,frc5429,17,16,5,3,10,0
casd,frc3647,18,11,4,2,0,0
casd,frc1622,19,24,3,3,0,13
casd,frc4201,20,14,8,1,0,0
casd,frc5012,21,20,8,2,0,0
casd,frc4486,22,18,4,3,0,0
casd,frc2543,23,40,8,3,0,0
casd,frc6885,24,48,-1,-1,0,8
casd,frc3021,25,25,2,3,0,0
casd,frc3341,26,19,-1,-1,0,0
casd,frc3473,27,15,-1,-1,0,0
casd,frc3953,28,17,-1,-1,0,0
casd,frc6920,29,43,-1,-1,0,5
casd,frc6659,30,22,-1,-1,0,0
casd,frc6695,31,23,-1,-1,0,0
casd,frc1972,32,27,-1,-1,0,0
casd,frc3965,33,28,-1,-1,0,0
casd,frc1280,34,31,-1,-1,0,0
casd,frc2613,35,29,-1,-1,0,0
casd,frc2827,36,30,-1,-1,0,0
casd,frc4160,37,32,-1,-1,0,0
casd,frc4919,38,33,-1,-1,0,0
casd,frc3328,39,34,-1,-1,0,0
casd,frc4014,40,38,-1,-1,0,0
casd,frc4616,41,35,-1,-1,0,0
casd,frc6755,42,36,-1,-1,0,0
casd,frc6995,43,39,-1,-1,0,0
casd,frc4139,44,42,-1,-1,0,0
casd,frc6382,45,44,-1,-1,0,0
casd,frc6515,46,41,-1,-1,0,0
casd,frc5627,47,60,-1,-1,0,5
casd,frc4270,48,46,-1,-1,0,0
casd,frc5477,49,47,-1,-1,0,0
casd,frc1661,50,50,-1,-1,0,0
casd,frc3045,51,49,-1,-1,0,0
casd,frc5137,52,51,-1,-1,0,0
casd,frc5199,53,52,-1,-1,0,0
casd,frc5209,54,53,-1,-1,0,0
casd,frc2576,55,54,-1,-1,0,0
casd,frc4711,56,56,-1,-1,0,0
casd,frc4738,57,55,-1,-1,0,0
casd,frc1266,58,59,-1,-1,0,0
casd,frc5025,59,57,-1,-1,0,0
casd,frc6821,60,58,-1,-1,0,0
casd,frc5474,61,61,-1,-1,0,0
casd,frc812,62,62,-1,-1,0,0
casd,frc5514,63,63,-1,-1,0,0
casd,frc7249,64,64,-1,-1,0,0
casd,frc3704,65,65,-1,-1,0,0
casd,frc4583,66,66,-1,-1,0,0
