Event,Team,DP Rank,Qual Rank,Alliance #,Alliance Pick,Qual DP,Alliance DP,Playoff DP,Awards DP,Total DP,,,,
2018wila,frc1736,1,11,8,1,17,9,30,5,61,11,11,,
2018wila,frc2826,2,14,8,2,16,9,30,5,60,14,14,,
2018wila,frc4531,3,2,2,1,21,15,10,5,51,2,,,
2018wila,frc2830,4,29,8,3,12,8,30,0,50,29,29,,
2018wila,frc4655,5,8,6,2,18,11,20,0,49,,,,
2018wila,frc6237,6,7,6,1,18,11,20,0,49,,7,,
2018wila,frc7021,7,6,2,2,19,15,10,5,49,,,,
2018wila,frc930,8,4,4,1,20,13,10,5,48,,,,
2018wila,frc1986,9,1,1,1,22,16,0,8,46,,,,
2018wila,frc2194,10,9,4,2,18,13,10,0,41,,,,
2018wila,frc1756,11,13,1,2,16,16,0,5,37,,,,
2018wila,frc167,12,3,3,1,21,14,0,0,35,,,,
2018wila,frc1306,13,12,3,2,17,14,0,0,31,,,,
2018wila,frc2143,14,5,5,1,19,12,0,0,31,,,,
2018wila,frc4522,15,15,7,2,16,10,0,5,31,,,,
2018wila,frc5903,16,24,4,3,13,4,10,0,27,,,,
2018wila,frc3100,17,10,7,1,17,10,0,0,27,,,,
2018wila,frc3928,18,35,5,2,11,12,0,0,23,,,,
2018wila,frc5148,19,31,5,3,12,5,0,5,22,,,,
2018wila,frc537,20,52,2,3,4,2,10,5,21,,,,
2018wila,frc6630,21,16,1,3,15,1,0,5,21,,,,
2018wila,frc6424,22,28,7,3,12,7,0,0,19,,,,
2018wila,frc2062,23,23,-1,-1,14,0,0,5,19,,,,
2018wila,frc5464,24,22,-1,-1,14,0,0,5,19,,,,
2018wila,frc5914,25,17,3,3,15,3,0,0,18,,,,
2018wila,frc3055,26,19,-1,-1,15,0,0,0,15,,,,
2018wila,frc6613,27,18,-1,-1,15,0,0,0,15,,,,
2018wila,frc2498,28,21,-1,-1,14,0,0,0,14,,,,
2018wila,frc2977,29,20,-1,-1,14,0,0,0,14,,,,
2018wila,frc1775,30,27,-1,-1,13,0,0,0,13,,,,
2018wila,frc4021,31,25,-1,-1,13,0,0,0,13,,,,
2018wila,frc6217,32,26,-1,-1,13,0,0,0,13,,,,
2018wila,frc6574,33,30,-1,-1,12,0,0,0,12,,,,
2018wila,frc2530,34,33,-1,-1,11,0,0,0,11,,,,
2018wila,frc4011,35,32,-1,-1,11,0,0,0,11,,,,
2018wila,frc6913,36,34,-1,-1,11,0,0,0,11,,,,
2018wila,frc3381,37,36,-1,-1,10,0,0,0,10,,,,
2018wila,frc4247,38,38,-1,-1,10,0,0,0,10,,,,
2018wila,frc4624,39,39,-1,-1,10,0,0,0,10,,,,
2018wila,frc2077,40,42,-1,-1,9,0,0,0,9,,,,
2018wila,frc2506,41,41,-1,-1,9,0,0,0,9,,,,
2018wila,frc3206,42,40,-1,-1,9,0,0,0,9,,,,
2018wila,frc3090,43,43,-1,-1,8,0,0,0,8,,,,
2018wila,frc5003,44,44,-1,-1,8,0,0,0,8,,,,
2018wila,frc5586,45,45,-1,-1,8,0,0,0,8,,,,
2018wila,frc1091,46,46,-1,-1,7,0,0,0,7,,,,
2018wila,frc4762,47,47,-1,-1,7,0,0,0,7,,,,
2018wila,frc5339,48,48,-1,-1,7,0,0,0,7,,,,
2018wila,frc171,49,49,-1,-1,6,0,0,0,6,,,,
2018wila,frc5019,50,50,-1,-1,6,0,0,0,6,,,,
2018wila,frc6732,51,51,-1,-1,5,0,0,0,5,,,,
2018wila,frc6166,52,53,-1,-1,4,0,0,0,4,,,,
2018wimi,frc1259,1,1,1,1,22,16,30,5,73,1,1,,
2018wimi,frc2481,2,4,1,2,20,16,30,5,71,4,4,,
2018wimi,frc2194,3,21,7,2,14,10,20,5,49,21,,,
2018wimi,frc1792,4,6,5,1,19,12,10,8,49,6,,,
2018wimi,frc3197,5,8,7,1,18,10,20,0,48,,8,,
2018wimi,frc4786,6,15,7,3,16,7,20,5,48,,,,
2018wimi,frc63,7,10,3,2,17,14,10,5,46,,,,
2018wimi,frc2202,8,3,3,1,21,14,10,0,45,,,,
2018wimi,frc6574,9,25,1,3,13,1,30,0,44,,25,,
2018wimi,frc111,10,13,5,2,16,12,10,0,38,,,,
2018wimi,frc3130,11,2,2,1,21,15,0,0,36,,,,
2018wimi,frc323,12,9,2,2,18,15,0,0,33,,,,
2018wimi,frc3692,13,5,4,1,19,13,0,0,32,,,,
2018wimi,frc1675,14,20,5,3,15,5,10,0,30,,,,
2018wimi,frc4296,15,7,6,1,18,11,0,0,29,,,,
2018wimi,frc3418,16,24,3,3,14,3,10,0,27,,,,
2018wimi,frc279,17,14,6,2,16,11,0,0,27,,,,
2018wimi,frc93,18,16,6,3,16,6,0,5,27,,,,
2018wimi,frc930,19,28,4,2,13,13,0,0,26,,,,
2018wimi,frc269,20,11,8,1,17,9,0,0,26,,,,
2018wimi,frc1732,21,23,8,2,14,9,0,0,23,,,,
2018wimi,frc7103,22,34,2,3,11,2,0,8,21,,,,
2018wimi,frc1306,23,29,8,3,12,8,0,0,20,,,,
2018wimi,frc1108,24,18,-1,-1,15,0,0,5,20,,,,
2018wimi,frc3596,25,19,-1,-1,15,0,0,5,20,,,,
2018wimi,frc5976,26,12,5,0,17,0,0,0,17,,,,
2018wimi,frc4247,27,17,-1,-1,15,0,0,0,15,,,,
2018wimi,frc5148,28,40,-1,-1,10,0,0,5,15,,,,
2018wimi,frc1781,29,22,-1,-1,14,0,0,0,14,,,,
2018wimi,frc537,30,54,4,3,4,4,0,5,13,,,,
2018wimi,frc2830,31,26,-1,-1,13,0,0,0,13,,,,
2018wimi,frc706,32,27,-1,-1,13,0,0,0,13,,,,
2018wimi,frc3081,33,31,-1,-1,12,0,0,0,12,,,,
2018wimi,frc5096,34,30,-1,-1,12,0,0,0,12,,,,
2018wimi,frc6421,35,32,-1,-1,12,0,0,0,12,,,,
2018wimi,frc1714,36,49,-1,-1,7,0,0,5,12,,,,
2018wimi,frc1091,37,33,-1,-1,11,0,0,0,11,,,,
2018wimi,frc2039,38,35,-1,-1,11,0,0,0,11,,,,
2018wimi,frc6651,39,36,-1,-1,11,0,0,0,11,,,,
2018wimi,frc6807,40,51,-1,-1,6,0,0,5,11,,,,
2018wimi,frc1716,41,39,-1,-1,10,0,0,0,10,,,,
2018wimi,frc5855,42,38,-1,-1,10,0,0,0,10,,,,
2018wimi,frc2077,43,43,-1,-1,9,0,0,0,9,,,,
2018wimi,frc2470,44,44,-1,-1,9,0,0,0,9,,,,
2018wimi,frc6223,45,42,-1,-1,9,0,0,0,9,,,,
2018wimi,frc6670,46,41,-1,-1,9,0,0,0,9,,,,
2018wimi,frc2062,47,45,-1,-1,8,0,0,0,8,,,,
2018wimi,frc5586,48,46,-1,-1,8,0,0,0,8,,,,
2018wimi,frc6643,49,47,-1,-1,8,0,0,0,8,,,,
2018wimi,frc2506,50,48,-1,-1,7,0,0,0,7,,,,
2018wimi,frc4804,51,50,-1,-1,7,0,0,0,7,,,,
2018wimi,frc2574,52,52,-1,-1,6,0,0,0,6,,,,
2018wimi,frc6624,53,53,-1,-1,5,0,0,0,5,,,,
2018wimi,frc6381,54,55,-1,-1,4,0,0,0,4,,,,
