Event,Team,DP Rank,Qual Rank,Alliance #,Alliance Pick,Qual DP,Alliance DP,Playoff DP,Awards DP,Total DP,,,,
2018nytr,frc1860,12,12,4,2,15,13,0,0,28,,,,
2018nytr,frc6621,13,7,6,1,17,11,0,0,28,,,,
2018nytr,frc2013,14,15,8,1,14,9,0,5,28,,,,
2018nytr,frc6300,15,10,7,1,16,10,0,0,26,,,,
2018nytr,frc5964,16,21,3,3,12,3,10,0,25,,,,
2018nytr,frc6484,17,13,7,2,15,10,0,0,25,,,,
2018nytr,frc5202,18,30,5,3,8,5,10,0,23,,,,
2018nytr,frc4508,19,16,8,2,13,9,0,0,22,,,,
2018nytr,frc250,20,27,8,3,9,8,0,5,22,,,,
2018nytr,frc358,21,17,7,3,13,7,0,0,20,,,,
2018nytr,frc5123,22,20,1,0,12,0,0,8,20,,,,
2018nytr,frc229,23,18,6,3,13,6,0,0,19,,,,
2018nytr,frc7027,24,32,-1,-1,7,0,0,8,15,,,,
2018nytr,frc1665,25,24,4,3,10,4,0,0,14,,,,
2018nytr,frc7031,26,29,-1,-1,8,0,0,5,13,,,,
2018nytr,frc7030,27,23,-1,-1,11,0,0,0,11,,,,
2018nytr,frc5943,28,26,-1,-1,10,0,0,0,10,,,,
2018nytr,frc6463,29,25,-1,-1,10,0,0,0,10,,,,
2018nytr,frc5659,30,28,-1,-1,9,0,0,0,9,,,,
2018nytr,frc5881,31,31,-1,-1,7,0,0,0,7,,,,
2018nytr,frc743,32,33,-1,-1,6,0,0,0,6,,,,
2018nytr,frc5149,33,34,-1,-1,5,0,0,0,5,,,,
2018nytr,frc4203,34,35,-1,-1,4,0,0,0,4,,,,
2018nyut,frc2791,1,1,1,1,22,16,30,5,73,1,1,,
2018nyut,frc340,2,3,1,2,20,16,30,0,66,3,3,,
2018nyut,frc5254,3,4,3,1,19,14,20,0,53,4,4,,
2018nyut,frc319,4,7,3,2,17,14,20,0,51,7,,,
2018nyut,frc4253,5,2,2,1,21,15,10,5,51,,,,
2018nyut,frc694,6,5,2,2,18,15,10,0,43,,,,
2018nyut,frc3003,7,6,4,1,18,13,10,0,41,,,,
2018nyut,frc639,8,20,4,2,12,13,10,5,40,,,,
2018nyut,frc3044,9,8,5,1,17,12,0,8,37,,,,
2018nyut,frc5030,10,34,1,3,5,1,25,5,36,,,,
2018nyut,frc145,11,9,6,1,16,11,0,5,32,,,,
2018nyut,frc358,12,30,3,3,8,3,20,0,31,,,,
2018nyut,frc20,13,11,6,2,15,11,0,5,31,,,,
2018nyut,frc27,14,16,5,2,13,12,0,5,30,,,,
2018nyut,frc6422,15,12,8,1,15,9,0,5,29,,,,
2018nyut,frc7081,16,13,1,0,15,0,5,8,28,,,,
2018nyut,frc527,17,10,7,1,16,10,0,0,26,,,,
2018nyut,frc810,18,17,2,3,13,2,10,0,25,,,,
2018nyut,frc191,19,24,7,2,10,10,0,5,25,,,,
2018nyut,frc4027,20,14,7,3,14,7,0,0,21,,,,
2018nyut,frc250,21,23,8,2,11,9,0,0,20,,,,
2018nyut,frc378,22,18,6,3,13,6,0,0,19,,,,
2018nyut,frc5484,23,25,8,3,10,8,0,0,18,,,,
2018nyut,frc287,24,19,5,3,12,5,0,0,17,,,,
2018nyut,frc1665,25,15,-1,-1,14,0,0,0,14,,,,
2018nyut,frc1518,26,21,-1,-1,12,0,0,0,12,,,,
2018nyut,frc223,27,26,-1,-1,10,0,0,0,10,,,,
2018nyut,frc514,28,28,-1,-1,9,0,0,0,9,,,,
2018nyut,frc3173,29,29,-1,-1,8,0,0,0,8,,,,
2018nyut,frc1450,30,31,-1,-1,7,0,0,0,7,,,,
2018nyut,frc6621,31,32,-1,-1,7,0,0,0,7,,,,
2018nyut,frc6300,32,33,-1,-1,6,0,0,0,6,,,,
2018nyut,frc2053,33,35,-1,-1,4,0,0,0,4,,,,
2018ohcl,frc4145,1,4,4,1,20,13,30,0,63,4,4,,
2018ohcl,frc3314,2,6,4,2,19,13,30,0,62,6,6,,
2018ohcl,frc291,3,12,2,2,17,15,20,5,57,12,,,
2018ohcl,frc5030,4,13,4,3,16,4,30,0,50,13,13,,
2018ohcl,frc1592,5,3,3,1,21,14,10,5,50,,,,
2018ohcl,frc4150,6,1,1,1,22,16,10,0,48,,,,
2018ohcl,frc2614,7,10,1,2,17,16,10,5,48,,,,
2018ohcl,frc1126,8,9,3,2,18,14,10,0,42,,,,
2018ohcl,frc6490,9,29,2,3,12,2,20,0,34,,,,
2018ohcl,frc1405,10,7,6,1,18,11,0,0,29,,,,
2018ohcl,frc1507,11,8,7,1,18,10,0,0,28,,,,
2018ohcl,frc120,12,20,5,2,15,12,0,0,27,,,,
2018ohcl,frc4020,13,14,7,2,16,10,0,0,26,,,,
2018ohcl,frc1014,14,11,8,1,17,9,0,0,26,,,,
2018ohcl,frc1317,15,18,8,2,15,9,0,0,24,,,,
2018ohcl,frc4611,16,31,6,2,12,11,0,0,23,,,,
2018ohcl,frc6027,17,19,8,3,15,8,0,0,23,,,,
2018ohcl,frc2399,18,36,1,3,11,1,10,0,22,,,,
2018ohcl,frc3324,19,46,3,3,8,3,10,0,21,,,,
2018ohcl,frc3266,20,21,7,3,14,7,0,0,21,,,,
2018ohcl,frc3138,21,41,6,3,9,6,0,5,20,,,,
2018ohcl,frc648,22,22,-1,-1,14,0,0,5,19,,,,
2018ohcl,frc5413,23,35,-1,-1,11,0,0,8,19,,,,
2018ohcl,frc6964,24,34,-1,-1,11,0,0,8,19,,,,
2018ohcl,frc4085,25,26,5,3,13,5,0,0,18,,,,
2018ohcl,frc3814,26,30,-1,-1,12,0,0,5,17,,,,
2018ohcl,frc1248,27,15,3,0,16,0,0,0,16,,,,
2018ohcl,frc4601,28,17,-1,-1,15,0,0,0,15,,,,
2018ohcl,frc6916,29,39,-1,-1,10,0,0,5,15,,,,
2018ohcl,frc2172,30,24,-1,-1,14,0,0,0,14,,,,
2018ohcl,frc3484,31,23,-1,-1,14,0,0,0,14,,,,
2018ohcl,frc1590,32,27,-1,-1,13,0,0,0,13,,,,
2018ohcl,frc7043,33,25,-1,-1,13,0,0,0,13,,,,
2018ohcl,frc7165,34,28,-1,-1,13,0,0,0,13,,,,
2018ohcl,frc2340,35,32,-1,-1,12,0,0,0,12,,,,
2018ohcl,frc7055,36,33,-1,-1,11,0,0,0,11,,,,
2018ohcl,frc6355,37,52,-1,-1,6,0,0,5,11,,,,
2018ohcl,frc3591,38,40,-1,-1,10,0,0,0,10,,,,
2018ohcl,frc4119,39,37,-1,-1,10,0,0,0,10,,,,
2018ohcl,frc4780,40,38,-1,-1,10,0,0,0,10,,,,
2018ohcl,frc2228,41,43,-1,-1,9,0,0,0,9,,,,
2018ohcl,frc451,42,44,-1,-1,9,0,0,0,9,,,,
2018ohcl,frc5973,43,42,-1,-1,9,0,0,0,9,,,,
2018ohcl,frc5418,44,47,-1,-1,8,0,0,0,8,,,,
2018ohcl,frc695,45,45,-1,-1,8,0,0,0,8,,,,
2018ohcl,frc2010,46,49,-1,-1,7,0,0,0,7,,,,
2018ohcl,frc5667,47,48,-1,-1,7,0,0,0,7,,,,
2018ohcl,frc6936,48,50,-1,-1,7,0,0,0,7,,,,
2018ohcl,frc1758,49,51,-1,-1,6,0,0,0,6,,,,
2018ohcl,frc6460,50,53,-1,-1,5,0,0,0,5,,,,
2018ohcl,frc3193,51,54,-1,-1,4,0,0,0,4,,,,
2018ohcl,frc6181,52,55,-1,-1,4,0,0,0,4,,,,
2018ohmv,frc302,1,5,4,1,20,13,30,5,68,5,5,,
2018ohmv,frc4362,2,16,4,2,16,13,30,5,64,16,16,,
2018ohmv,frc3504,3,3,2,1,21,15,20,5,61,3,3,,
2018ohmv,frc4028,4,22,2,2,15,15,20,5,55,22,,,
2018ohmv,frc291,5,2,1,2,22,16,10,5,53,,,,
2018ohmv,frc379,6,1,1,1,22,16,10,5,53,,,,
2018ohmv,frc3397,7,24,4,3,14,4,30,0,48,,24,,
2018ohmv,frc4145,8,8,3,2,18,14,10,5,47,,,,
2018ohmv,frc3010,9,4,3,1,20,14,10,0,44,,,,
2018ohmv,frc5811,10,50,2,3,8,2,20,5,35,,,,
2018ohmv,frc5740,11,14,8,3,16,8,0,8,32,,,,
2018ohmv,frc4611,12,6,5,1,19,12,0,0,31,,,,
2018ohmv,frc1317,13,10,5,2,18,12,0,0,30,,,,
2018ohmv,frc677,14,7,6,1,19,11,0,0,30,,,,
2018ohmv,frc554,15,11,6,2,17,11,0,0,28,,,,
2018ohmv,frc3777,16,9,7,1,18,10,0,0,28,,,,
2018ohmv,frc1014,17,15,1,3,16,1,10,0,27,,,,
2018ohmv,frc3484,18,12,8,1,17,9,0,0,26,,,,
2018ohmv,frc1466,19,19,8,2,15,9,0,0,24,,,,
2018ohmv,frc4521,20,42,3,3,10,3,10,0,23,,,,
2018ohmv,frc247,21,13,5,3,17,5,0,0,22,,,,
2018ohmv,frc6032,22,45,7,2,10,10,0,0,20,,,,
2018ohmv,frc4085,23,28,7,3,13,7,0,0,20,,,,
2018ohmv,frc3940,24,21,-1,-1,15,0,0,5,20,,,,
2018ohmv,frc6936,25,35,-1,-1,12,0,0,8,20,,,,
2018ohmv,frc5413,26,30,-1,-1,13,0,0,5,18,,,,
2018ohmv,frc63,27,17,-1,-1,16,0,0,0,16,,,,
2018ohmv,frc279,28,49,6,3,9,6,0,0,15,,,,
2018ohmv,frc1038,29,18,-1,-1,15,0,0,0,15,,,,
2018ohmv,frc6084,30,20,-1,-1,15,0,0,0,15,,,,
2018ohmv,frc144,31,25,-1,-1,14,0,0,0,14,,,,
2018ohmv,frc48,32,23,-1,-1,14,0,0,0,14,,,,
2018ohmv,frc868,33,26,-1,-1,14,0,0,0,14,,,,
2018ohmv,frc337,34,48,-1,-1,9,0,0,5,14,,,,
2018ohmv,frc1559,35,27,-1,-1,13,0,0,0,13,,,,
2018ohmv,frc6460,36,31,-1,-1,13,0,0,0,13,,,,
2018ohmv,frc6765,37,29,-1,-1,13,0,0,0,13,,,,
2018ohmv,frc2172,38,33,-1,-1,12,0,0,0,12,,,,
2018ohmv,frc234,39,32,-1,-1,12,0,0,0,12,,,,
2018ohmv,frc3138,40,36,-1,-1,12,0,0,0,12,,,,
2018ohmv,frc3492,41,34,-1,-1,12,0,0,0,12,,,,
2018ohmv,frc2252,42,37,-1,-1,11,0,0,0,11,,,,
2018ohmv,frc2399,43,38,-1,-1,11,0,0,0,11,,,,
2018ohmv,frc4467,44,39,-1,-1,11,0,0,0,11,,,,
2018ohmv,frc1675,45,41,-1,-1,10,0,0,0,10,,,,
2018ohmv,frc3193,46,43,-1,-1,10,0,0,0,10,,,,
2018ohmv,frc4283,47,44,-1,-1,10,0,0,0,10,,,,
2018ohmv,frc6834,48,59,-1,-1,5,0,0,5,10,,,,
2018ohmv,frc4121,49,47,-1,-1,9,0,0,0,9,,,,
2018ohmv,frc4284,50,46,-1,-1,9,0,0,0,9,,,,
2018ohmv,frc3260,51,52,-1,-1,8,0,0,0,8,,,,
2018ohmv,frc3266,52,51,-1,-1,8,0,0,0,8,,,,
2018ohmv,frc2603,53,55,-1,-1,7,0,0,0,7,,,,
2018ohmv,frc3201,54,53,-1,-1,7,0,0,0,7,,,,
2018ohmv,frc3844,55,54,-1,-1,7,0,0,0,7,,,,
2018ohmv,frc128,56,56,-1,-1,6,0,0,0,6,,,,
2018ohmv,frc451,57,57,-1,-1,6,0,0,0,6,,,,
2018ohmv,frc5492,58,58,-1,-1,5,0,0,0,5,,,,
2018ohmv,frc6927,59,60,-1,-1,4,0,0,0,4,,,,
2018ohmv,frc5667,60,61,-1,-1,3,0,0,0,3,,,,
2018okok,frc1806,1,5,1,2,20,16,30,5,71,5,5,,
2018okok,frc2352,2,1,1,1,22,16,30,0,68,1,1,,
2018okok,frc3593,3,4,3,1,20,14,20,5,59,4,4,,
2018okok,frc3478,4,6,3,2,19,14,20,0,53,6,,,
2018okok,frc932,5,32,1,3,12,1,30,5,48,,32,,
2018okok,frc1939,6,10,7,1,18,10,10,8,46,,,,
2018okok,frc1296,7,2,2,1,22,15,0,5,42,,,,
2018okok,frc1987,8,3,2,2,21,15,0,5,41,,,,
2018okok,frc2359,9,8,5,1,18,12,10,0,40,,,,
2018okok,frc5930,10,18,5,2,15,12,10,0,37,,,,
2018okok,frc3931,11,11,7,2,17,10,10,0,37,,,,
2018okok,frc6026,12,29,3,3,13,3,20,0,36,,,,
2018okok,frc3160,13,12,6,2,17,11,0,5,33,,,,
2018okok,frc5550,14,7,4,1,19,13,0,0,32,,,,
2018okok,frc2335,15,13,8,1,17,9,0,5,31,,,,
2018okok,frc2765,16,9,6,1,18,11,0,0,29,,,,
2018okok,frc1561,17,23,4,2,14,13,0,0,27,,,,
2018okok,frc3660,18,49,7,3,9,7,10,0,26,,,,
2018okok,frc3284,19,31,8,3,13,8,0,5,26,,,,
2018okok,frc1209,20,42,5,3,10,5,10,0,25,,,,
2018okok,frc2333,21,14,8,2,16,9,0,0,25,,,,
2018okok,frc3179,22,16,-1,-1,16,0,0,5,21,,,,
2018okok,frc5801,23,25,6,3,14,6,0,0,20,,,,
2018okok,frc5098,24,17,2,3,16,2,0,0,18,,,,
2018okok,frc2395,25,15,4,0,16,0,0,0,16,,,,
2018okok,frc2773,26,20,-1,-1,15,0,0,0,15,,,,
2018okok,frc4523,27,19,-1,-1,15,0,0,0,15,,,,
2018okok,frc5212,28,21,-1,-1,15,0,0,0,15,,,,
2018okok,frc6891,29,53,-1,-1,7,0,0,8,15,,,,
2018okok,frc5578,30,24,-1,-1,14,0,0,0,14,,,,
2018okok,frc6900,31,26,-1,-1,14,0,0,0,14,,,,
2018okok,frc1750,32,30,-1,-1,13,0,0,0,13,,,,
2018okok,frc2795,33,27,-1,-1,13,0,0,0,13,,,,
2018okok,frc3247,34,28,-1,-1,13,0,0,0,13,,,,
2018okok,frc3152,35,36,-1,-1,12,0,0,0,12,,,,
2018okok,frc3163,36,35,-1,-1,12,0,0,0,12,,,,
2018okok,frc3612,37,33,-1,-1,12,0,0,0,12,,,,
2018okok,frc5621,38,34,-1,-1,12,0,0,0,12,,,,
2018okok,frc6809,39,54,-1,-1,7,0,0,5,12,,,,
2018okok,frc1448,40,39,-1,-1,11,0,0,0,11,,,,
2018okok,frc2354,41,37,-1,-1,11,0,0,0,11,,,,
2018okok,frc2373,42,38,-1,-1,11,0,0,0,11,,,,
2018okok,frc2398,43,40,-1,-1,11,0,0,0,11,,,,
2018okok,frc1785,44,45,-1,-1,10,0,0,0,10,,,,
2018okok,frc2424,45,43,-1,-1,10,0,0,0,10,,,,
2018okok,frc31,46,41,-1,-1,10,0,0,0,10,,,,
2018okok,frc3507,47,44,-1,-1,10,0,0,0,10,,,,
2018okok,frc5437,48,58,-1,-1,5,0,0,5,10,,,,
2018okok,frc2461,49,59,4,3,5,4,0,0,9,,,,
2018okok,frc4005,50,47,-1,-1,9,0,0,0,9,,,,
2018okok,frc5730,51,46,-1,-1,9,0,0,0,9,,,,
2018okok,frc6730,52,48,-1,-1,9,0,0,0,9,,,,
2018okok,frc2165,53,52,-1,-1,8,0,0,0,8,,,,
2018okok,frc5611,54,50,-1,-1,8,0,0,0,8,,,,
2018okok,frc6464,55,51,-1,-1,8,0,0,0,8,,,,
2018okok,frc3465,56,61,-1,-1,3,0,0,5,8,,,,
2018okok,frc4933,57,55,-1,-1,7,0,0,0,7,,,,
2018okok,frc2986,58,56,-1,-1,6,0,0,0,6,,,,
2018okok,frc3498,59,57,-1,-1,6,0,0,0,6,,,,
2018okok,frc3457,60,60,-1,-1,4,0,0,0,4,,,,
2018paca,frc303,1,2,2,1,21,15,30,5,71,2,2,,
2018paca,frc4027,2,16,2,2,15,15,30,0,60,16,16,,
2018paca,frc4145,3,6,5,1,19,12,20,0,51,6,6,,
2018paca,frc5472,4,7,5,2,18,12,20,0,50,7,,,
2018paca,frc337,5,15,5,3,16,5,20,8,49,,,,
2018paca,frc2252,6,8,6,1,18,11,10,5,44,,,,
2018paca,frc4028,7,1,1,1,22,16,0,5,43,,,,
2018paca,frc6032,8,35,2,3,10,2,30,0,42,,35,,
2018paca,frc5811,9,12,8,1,17,9,10,5,41,,,,
2018paca,frc3260,10,13,8,3,16,8,10,5,39,,,,
2018paca,frc217,11,3,1,2,21,16,0,0,37,,,,
2018paca,frc5842,12,14,8,2,16,9,10,0,35,,,,
2018paca,frc3492,13,4,3,1,20,14,0,0,34,,,,
2018paca,frc3171,14,5,4,1,19,13,0,0,32,,,,
2018paca,frc4522,15,10,3,2,17,14,0,0,31,,,,
2018paca,frc870,16,9,4,2,18,13,0,0,31,,,,
2018paca,frc3954,17,11,7,1,17,10,0,0,27,,,,
2018paca,frc4467,18,18,7,3,15,7,0,5,27,,,,
2018paca,frc2053,19,38,6,3,10,6,10,0,26,,,,
2018paca,frc4521,20,17,7,2,15,10,0,0,25,,,,
2018paca,frc48,21,25,3,3,13,3,0,5,21,,,,
2018paca,frc2656,22,33,4,3,11,4,0,5,20,,,,
2018paca,frc7274,23,19,-1,-1,15,0,0,5,20,,,,
2018paca,frc1787,24,28,-1,-1,12,0,0,5,17,,,,
2018paca,frc4930,25,30,-1,-1,12,0,0,5,17,,,,
2018paca,frc6947,26,41,-1,-1,9,0,0,8,17,,,,
2018paca,frc3061,27,37,-1,-1,10,0,0,5,15,,,,
2018paca,frc1308,28,22,-1,-1,14,0,0,0,14,,,,
2018paca,frc156,29,20,-1,-1,14,0,0,0,14,,,,
2018paca,frc6054,30,21,-1,-1,14,0,0,0,14,,,,
2018paca,frc5740,31,27,1,3,12,1,0,0,13,,,,
2018paca,frc1708,32,23,-1,-1,13,0,0,0,13,,,,
2018paca,frc945,33,26,-1,-1,13,0,0,0,13,,,,
2018paca,frc4050,34,31,-1,-1,12,0,0,0,12,,,,
2018paca,frc4150,35,29,-1,-1,12,0,0,0,12,,,,
2018paca,frc117,36,34,-1,-1,11,0,0,0,11,,,,
2018paca,frc4991,37,32,-1,-1,11,0,0,0,11,,,,
2018paca,frc3957,38,36,-1,-1,10,0,0,0,10,,,,
2018paca,frc2603,39,39,-1,-1,9,0,0,0,9,,,,
2018paca,frc3511,40,40,-1,-1,9,0,0,0,9,,,,
2018paca,frc2051,41,43,-1,-1,8,0,0,0,8,,,,
2018paca,frc2641,42,42,-1,-1,8,0,0,0,8,,,,
2018paca,frc3955,43,44,-1,-1,8,0,0,0,8,,,,
2018paca,frc3062,44,46,-1,-1,7,0,0,0,7,,,,
2018paca,frc4269,45,47,-1,-1,7,0,0,0,7,,,,
2018paca,frc6414,46,45,-1,-1,7,0,0,0,7,,,,
2018paca,frc4049,47,48,-1,-1,6,0,0,0,6,,,,
2018paca,frc7165,48,49,-1,-1,6,0,0,0,6,,,,
2018paca,frc1743,49,50,-1,-1,5,0,0,0,5,,,,
2018paca,frc4547,50,51,-1,-1,4,0,0,0,4,,,,
2018paca,frc5077,51,52,-1,-1,4,0,0,0,4,,,,
2018qcmo,frc3990,1,1,1,1,22,16,30,5,73,1,1,,
2018qcmo,frc359,2,2,1,2,21,16,30,5,72,2,2,,
2018qcmo,frc5528,3,3,2,1,21,15,20,5,61,3,3,,
2018qcmo,frc6869,4,13,1,3,16,1,30,0,47,13,13,,
2018qcmo,frc7162,5,5,3,1,19,14,10,0,43,,,,
2018qcmo,frc3996,6,22,3,2,14,14,10,0,38,,,,
2018qcmo,frc7116,7,27,4,2,13,13,10,0,36,,,,
2018qcmo,frc6929,8,8,6,1,18,11,0,5,34,,,,
2018qcmo,frc3386,9,19,3,3,15,3,10,5,33,,,,
2018qcmo,frc5910,10,11,8,1,17,9,0,5,31,,,,
2018qcmo,frc4947,11,7,5,1,18,12,0,0,30,,,,
2018qcmo,frc5618,12,9,5,2,18,12,0,0,30,,,,
2018qcmo,frc5443,13,49,2,3,7,2,20,0,29,,,,
2018qcmo,frc6823,14,18,4,3,15,4,10,0,29,,,,
2018qcmo,frc5865,15,29,6,2,12,11,0,5,28,,,,
2018qcmo,frc3379,16,10,7,1,17,10,0,0,27,,,,
2018qcmo,frc3986,17,32,7,2,12,10,0,5,27,,,,
2018qcmo,frc5179,18,20,8,2,15,9,0,0,24,,,,
2018qcmo,frc5439,19,16,8,3,16,8,0,0,24,,,,
2018qcmo,frc6902,20,17,-1,-1,15,0,0,8,23,,,,
2018qcmo,frc4942,21,21,7,3,14,7,0,0,21,,,,
2018qcmo,frc6851,22,14,-1,-1,16,0,0,5,21,,,,
2018qcmo,frc4952,23,28,6,3,13,6,0,0,19,,,,
2018qcmo,frc6953,24,12,-1,-1,17,0,0,0,17,,,,
2018qcmo,frc5553,25,44,-1,-1,9,0,0,8,17,,,,
2018qcmo,frc7053,26,15,-1,-1,16,0,0,0,16,,,,
2018qcmo,frc3975,27,36,-1,-1,11,0,0,5,16,,,,
2018qcmo,frc4594,28,23,-1,-1,14,0,0,0,14,,,,
2018qcmo,frc6872,29,24,-1,-1,14,0,0,0,14,,,,
2018qcmo,frc3117,30,47,5,3,8,5,0,0,13,,,,
2018qcmo,frc2626,31,26,-1,-1,13,0,0,0,13,,,,
2018qcmo,frc5440,32,25,-1,-1,13,0,0,0,13,,,,
2018qcmo,frc296,33,31,-1,-1,12,0,0,0,12,,,,
2018qcmo,frc4955,34,30,-1,-1,12,0,0,0,12,,,,
2018qcmo,frc11,35,34,-1,-1,11,0,0,0,11,,,,
2018qcmo,frc3533,36,33,-1,-1,11,0,0,0,11,,,,
2018qcmo,frc5994,37,35,-1,-1,11,0,0,0,11,,,,
2018qcmo,frc4950,38,38,-1,-1,10,0,0,0,10,,,,
2018qcmo,frc4957,39,40,-1,-1,10,0,0,0,10,,,,
2018qcmo,frc6622,40,39,-1,-1,10,0,0,0,10,,,,
2018qcmo,frc6847,41,37,-1,-1,10,0,0,0,10,,,,
2018qcmo,frc3544,42,43,-1,-1,9,0,0,0,9,,,,
2018qcmo,frc3550,43,41,-1,-1,9,0,0,0,9,,,,
2018qcmo,frc5095,44,42,-1,-1,9,0,0,0,9,,,,
2018qcmo,frc3387,45,46,-1,-1,8,0,0,0,8,,,,
2018qcmo,frc6540,46,45,-1,-1,8,0,0,0,8,,,,
2018qcmo,frc3981,47,48,-1,-1,7,0,0,0,7,,,,
2018qcmo,frc5570,48,50,-1,-1,7,0,0,0,7,,,,
2018qcmo,frc3532,49,52,-1,-1,6,0,0,0,6,,,,
2018qcmo,frc3988,50,51,-1,-1,6,0,0,0,6,,,,
2018qcmo,frc5952,51,53,-1,-1,5,0,0,0,5,,,,
2018qcmo,frc3985,52,54,-1,-1,4,0,0,0,4,,,,
2018qcmo,frc6541,53,55,-1,-1,4,0,0,0,4,,,,
2018scmb,frc2614,1,9,5,2,18,12,30,5,65,9,9,,
2018scmb,frc5472,2,7,5,1,19,12,30,0,61,7,7,,
2018scmb,frc125,3,4,3,1,20,14,20,5,59,4,4,,
2018scmb,frc343,4,5,3,2,20,14,20,0,54,5,,,
2018scmb,frc4451,5,2,1,2,22,16,10,5,53,,,,
2018scmb,frc1876,6,1,1,1,22,16,10,0,48,,,,
2018scmb,frc3641,7,8,2,2,18,15,10,5,48,,,,
2018scmb,frc3140,8,16,5,0,16,0,25,5,46,,,,
2018scmb,frc3824,9,3,2,1,21,15,10,0,46,,,,
2018scmb,frc5317,10,26,3,3,14,3,20,0,37,,,,
2018scmb,frc1051,11,6,4,1,19,13,0,0,32,,,,
2018scmb,frc1923,12,18,4,2,16,13,0,0,29,,,,
2018scmb,frc4020,13,10,6,1,18,11,0,0,29,,,,
2018scmb,frc2383,14,14,5,3,17,5,5,0,27,,,,
2018scmb,frc1553,15,11,7,1,17,10,0,0,27,,,,
2018scmb,frc3489,16,33,7,2,12,10,0,5,27,,,,
2018scmb,frc342,17,21,1,3,15,1,10,0,26,,,,
2018scmb,frc263,18,22,6,2,15,11,0,0,26,,,,
2018scmb,frc1758,19,12,8,1,17,9,0,0,26,,,,
2018scmb,frc6366,20,25,8,2,14,9,0,0,23,,,,
2018scmb,frc4582,21,15,6,3,16,6,0,0,22,,,,
2018scmb,frc1539,22,13,4,3,17,4,0,0,21,,,,
2018scmb,frc2152,23,17,-1,-1,16,0,0,5,21,,,,
2018scmb,frc4823,24,52,2,3,8,2,10,0,20,,,,
2018scmb,frc1287,25,38,7,3,12,7,0,0,19,,,,
2018scmb,frc3490,26,27,-1,-1,14,0,0,5,19,,,,
2018scmb,frc4013,27,41,-1,-1,11,0,0,8,19,,,,
2018scmb,frc7097,28,31,-1,-1,13,0,0,5,18,,,,
2018scmb,frc281,29,19,-1,-1,15,0,0,0,15,,,,
2018scmb,frc4074,30,23,-1,-1,15,0,0,0,15,,,,
2018scmb,frc1319,31,29,-1,-1,13,0,0,0,13,,,,
2018scmb,frc283,32,30,-1,-1,13,0,0,0,13,,,,
2018scmb,frc5022,33,28,-1,-1,13,0,0,0,13,,,,
2018scmb,frc5327,34,32,-1,-1,13,0,0,0,13,,,,
2018scmb,frc4075,35,36,-1,-1,12,0,0,0,12,,,,
2018scmb,frc4243,36,34,-1,-1,12,0,0,0,12,,,,
2018scmb,frc4267,37,35,-1,-1,12,0,0,0,12,,,,
2018scmb,frc7085,38,37,-1,-1,12,0,0,0,12,,,,
2018scmb,frc900,39,57,-1,-1,7,0,0,5,12,,,,
2018scmb,frc3651,40,40,-1,-1,11,0,0,0,11,,,,
2018scmb,frc6626,41,42,-1,-1,11,0,0,0,11,,,,
2018scmb,frc6961,42,39,-1,-1,11,0,0,0,11,,,,
2018scmb,frc1398,43,46,-1,-1,10,0,0,0,10,,,,
2018scmb,frc3410,44,43,-1,-1,10,0,0,0,10,,,,
2018scmb,frc4083,45,47,-1,-1,10,0,0,0,10,,,,
2018scmb,frc4265,46,45,-1,-1,10,0,0,0,10,,,,
2018scmb,frc5130,47,44,-1,-1,10,0,0,0,10,,,,
2018scmb,frc2393,48,51,-1,-1,9,0,0,0,9,,,,
2018scmb,frc4073,49,48,-1,-1,9,0,0,0,9,,,,
2018scmb,frc5410,50,49,-1,-1,9,0,0,0,9,,,,
2018scmb,frc6693,51,50,-1,-1,9,0,0,0,9,,,,
2018scmb,frc1369,52,55,-1,-1,8,0,0,0,8,,,,
2018scmb,frc2187,53,54,-1,-1,8,0,0,0,8,,,,
2018scmb,frc4748,54,53,-1,-1,8,0,0,0,8,,,,
2018scmb,frc4847,55,58,-1,-1,7,0,0,0,7,,,,
2018scmb,frc6167,56,56,-1,-1,7,0,0,0,7,,,,
2018scmb,frc2815,57,59,-1,-1,6,0,0,0,6,,,,
2018scmb,frc5777,58,60,-1,-1,6,0,0,0,6,,,,
2018scmb,frc4504,59,62,-1,-1,5,0,0,0,5,,,,
2018scmb,frc5063,60,61,-1,-1,5,0,0,0,5,,,,
2018scmb,frc3976,61,63,-1,-1,4,0,0,0,4,,,,
2018scmb,frc6222,62,64,-1,-1,3,0,0,0,3,,,,
2018shmi,frc6907,1,1,1,1,22,16,30,5,73,1,1,,
2018shmi,frc5883,2,2,1,2,21,16,30,5,72,2,2,,
2018shmi,frc6803,3,3,2,1,20,15,20,5,60,3,3,,
2018shmi,frc5839,4,6,2,2,18,15,20,5,58,6,,,
2018shmi,frc6941,5,17,1,3,14,1,30,5,50,,17,,
2018shmi,frc5823,6,5,4,1,19,13,10,5,47,,,,
2018shmi,frc6304,7,10,6,2,17,11,10,5,43,,,,
2018shmi,frc5453,8,23,4,2,12,13,10,5,40,,,,
2018shmi,frc5451,9,8,6,1,17,11,10,0,38,,,,
2018shmi,frc6970,10,14,2,3,15,2,20,0,37,,,,
2018shmi,frc6487,11,19,6,3,14,6,10,5,35,,,,
2018shmi,frc7047,12,7,5,1,18,12,0,5,35,,,,
2018shmi,frc6394,13,4,3,1,20,14,0,0,34,,,,
