Team #,DP,DivDP,OPR,CCWM,Region
167,9,9,109.26761591031172,109.26761591031172,Iowa
1684,32,32,153.20108888944407,153.20108888944407,FIM
1718,24,24,76.26940276983763,76.26940276983763,FIM
1741,16,16,133.68820211855356,133.68820211855356,IN
1747,52,52,160.56847985357962,160.56847985357962,IN
195,83,68,158.93800845925992,158.93800845925992,NE
20,30,30,140.39188396235724,140.39188396235724,New York
2052,38,38,94.00682672186156,94.00682672186156,Minnesota
2054,43,43,156.5590937035364,156.5590937035364,FIM
2067,16,16,114.05084739904237,114.05084739904237,NE
2175,23,23,146.00438550833925,146.00438550833925,Minnesota
2265,8,8,33.51936302743779,33.51936302743779,New York
230,43,43,138.85165316358538,138.85165316358538,NE
236,16,16,151.556696071985,151.556696071985,NE
2601,10,10,110.09873670937117,110.09873670937117,New York
263,15,15,127.89493002517216,127.89493002517216,New York
2638,14,14,105.09017130305037,105.09017130305037,New York
2826,30,30,119.85918258134726,119.85918258134726,Wisconsin
302,22,22,128.84080968174663,128.84080968174663,FIM
3082,9,9,96.09331165078268,96.09331165078268,Minnesota
316,15,15,109.88287409234842,109.88287409234842,MAR
3244,16,16,98.49226446606866,98.49226446606866,Minnesota
3314,24,24,94.04707658966032,94.04707658966032,MAR
3324,11,11,132.84047058205195,132.84047058205195,Ohio
333,51,36,87.64182287449385,87.64182287449385,New York
3452,44,44,158.39833713178663,158.39833713178663,FIM
3538,56,56,196.19484405003448,196.19484405003448,FIM
3707,88,73,208.76177263852279,208.76177263852279,FIM
379,23,23,106.97345341665982,106.97345341665982,Ohio
4099,6,6,66.2184322556301,66.2184322556301,CHS
4342,7,7,94.69890226729865,94.69890226729865,MAR
4384,13,13,102.45757199057913,102.45757199057913,FIM
4405,28,28,167.294860314193,167.294860314193,FIM
45,7,7,69.38841843623796,69.38841843623796,IN
4607,10,10,91.4835038540725,91.4835038540725,Minnesota
4655,7,7,119.47431999735105,119.47431999735105,Illinois
4814,13,13,75.47116656091954,75.47116656091954,ONT
4903,12,12,76.62966523080381,76.62966523080381,ONT
4976,9,9,86.391422757525,86.391422757525,ONT
503,10,10,100.51633359185178,100.51633359185178,FIM
5205,15,15,110.99838681060734,110.99838681060734,FIM
5460,23,23,162.36612053141218,162.36612053141218,FIM
5553,14,14,94.62583763122902,94.62583763122902,France
558,17,17,150.68815817544248,150.68815817544248,NE
5603,14,14,130.6395118458476,130.6395118458476,FIM
5687,26,26,124.34686450958067,124.34686450958067,NE
5712,18,18,92.86588886199088,92.86588886199088,FIM
5804,10,10,101.89933388108437,101.89933388108437,CHS
5813,31,31,112.94431716496744,112.94431716496744,NE
5822,12,12,86.18868050924402,86.18868050924402,Illinois
5907,11,11,99.12431989945591,99.12431989945591,FIM
6032,4,4,83.02164723482136,83.02164723482136,Ohio
6175,6,6,66.61531931574777,66.61531931574777,Minnesota
6401,8,8,113.66852859586217,113.66852859586217,New York
6933,12,12,122.67290856758018,122.67290856758018,NE
70,17,17,111.3918856733324,111.3918856733324,FIM
7021,8,8,74.00018276029745,74.00018276029745,Wisconsin
